DateTime,Time (s),Position (m),Temperature (C),,,,,,,
05/13/2020 12:52:31 pm,10360,0.1596,69.4,,,,,,,
05/13/2020 12:52:41 pm,10370,0.1577,69.9,,,,,,,
05/13/2020 12:52:51 pm,10380,0.1608,69.6,,,,,,,
05/13/2020 12:53:01 pm,10390,0.1576,69.8,,,,,,,
05/13/2020 12:53:11 pm,10400,0.1594,69.2,,,,,,,
05/13/2020 12:53:21 pm,10410,0.1565,69.5,,,,,,,
05/13/2020 12:53:31 pm,10420,0.1579,69.5,,,,,,,
05/13/2020 12:53:41 pm,10430,0.1639,69.1,,,,,,,
05/13/2020 12:53:51 pm,10440,0.1588,69.5,,,,,,,
05/13/2020 12:54:01 pm,10450,0.1569,69.3,,,,,,,
05/13/2020 12:54:11 pm,10460,0.1567,69.5,,,,,,,
05/13/2020 12:54:21 pm,10470,0.1577,69.7,,,,,,,
05/13/2020 12:54:31 pm,10480,0.1576,69.7,,,,,,,
05/13/2020 12:54:41 pm,10490,0.1596,70.1,,,,,,,
05/13/2020 12:54:51 pm,10500,0.1634,69.8,,,,,,,
05/13/2020 12:55:01 pm,10510,0.1637,70.1,,,,,,,
05/13/2020 12:55:11 pm,10520,0.1634,69.8,,,,,,,
05/13/2020 12:55:21 pm,10530,0.16,69.8,,,,,,,
05/13/2020 12:55:31 pm,10540,0.1627,69.8,,,,,,,
05/13/2020 12:55:41 pm,10550,0.1576,69.8,,,,,,,
05/13/2020 12:55:51 pm,10560,0.1629,70.1,,,,,,,
05/13/2020 12:56:01 pm,10570,0.1569,69.8,,,,,,,
05/13/2020 12:56:11 pm,10580,0.1644,70,,,,,,,
05/13/2020 12:56:21 pm,10590,0.16,69.8,,,,,,,
05/13/2020 12:56:31 pm,10600,0.156,69.8,,,,,,,
05/13/2020 12:56:41 pm,10610,0.1631,69.6,,,,,,,
05/13/2020 12:56:51 pm,10620,0.1639,69.4,,,,,,,
05/13/2020 12:57:01 pm,10630,0.1589,69.3,,,,,,,
05/13/2020 12:57:11 pm,10640,0.1629,69.8,,,,,,,
05/13/2020 12:57:21 pm,10650,0.1624,69.8,,,,,,,
05/13/2020 12:57:31 pm,10660,0.1569,69.6,,,,,,,
05/13/2020 12:57:41 pm,10670,0.157,69.6,,,,,,,
05/13/2020 12:57:51 pm,10680,0.1631,69.9,,,,,,,
05/13/2020 12:58:01 pm,10690,0.1631,70,,,,,,,
05/13/2020 12:58:11 pm,10700,0.1569,70,,,,,,,
05/13/2020 12:58:21 pm,10710,0.1581,70.3,,,,,,,
05/13/2020 12:58:31 pm,10720,0.1613,70.3,,,,,,,
05/13/2020 12:58:41 pm,10730,0.1569,70.1,,,,,,,
05/13/2020 12:58:51 pm,10740,0.1572,69.9,,,,,,,
05/13/2020 12:59:01 pm,10750,0.1594,70.2,,,,,,,
05/13/2020 12:59:11 pm,10760,0.155,70.1,,,,,,,
05/13/2020 12:59:21 pm,10770,0.1644,70.1,,,,,,,
05/13/2020 12:59:31 pm,10780,0.1576,70.1,,,,,,,
05/13/2020 12:59:41 pm,10790,0.1637,70,,,,,,,
05/13/2020 12:59:51 pm,10800,0.157,70.1,,,,,,,
05/13/2020 01:00:01 pm,10810,0.1603,69.9,,,,,,,
05/13/2020 01:00:11 pm,10820,0.1632,70.3,,,,,,,
05/13/2020 01:00:21 pm,10830,0.1589,70.2,,,,,,,
05/13/2020 01:00:31 pm,10840,0.1581,70,,,,,,,
05/13/2020 01:00:41 pm,10850,0.1581,70.1,,,,,,,
05/13/2020 01:00:51 pm,10860,0.1598,70.1,,,,,,,
05/13/2020 01:01:01 pm,10870,0.1605,70.1,,,,,,,
05/13/2020 01:01:11 pm,10880,0.1591,69.9,,,,,,,
05/13/2020 01:01:21 pm,10890,0.1617,70,,,,,,,
05/13/2020 01:01:31 pm,10900,0.1649,69.8,,,,,,,
05/13/2020 01:01:41 pm,10910,0.1596,69.9,,,,,,,
05/13/2020 01:01:51 pm,10920,0.1603,70,,,,,,,
05/13/2020 01:02:01 pm,10930,0.1648,69.9,,,,,,,
05/13/2020 01:02:11 pm,10940,0.1613,69.8,,,,,,,
05/13/2020 01:02:21 pm,10950,0.1655,69.9,,,,,,,
05/13/2020 01:02:31 pm,10960,0.1667,69.9,,,,,,,
05/13/2020 01:02:41 pm,10970,0.161,69.8,,,,,,,
05/13/2020 01:02:51 pm,10980,0.1589,70.1,,,,,,,
05/13/2020 01:03:01 pm,10990,0.1648,69.8,,,,,,,
05/13/2020 01:03:11 pm,11000,0.1653,70.5,,,,,,,
05/13/2020 01:03:21 pm,11010,0.1658,70,,,,,,,
05/13/2020 01:03:31 pm,11020,0.1622,70,,,,,,,
05/13/2020 01:03:41 pm,11030,0.1588,69.9,,,,,,,
05/13/2020 01:03:51 pm,11040,0.1606,69.8,,,,,,,
05/13/2020 01:04:01 pm,11050,0.1655,69.8,,,,,,,
05/13/2020 01:04:11 pm,11060,0.1622,69.5,,,,,,,
05/13/2020 01:04:21 pm,11070,0.1625,69.3,,,,,,,
05/13/2020 01:04:31 pm,11080,0.1627,69.2,,,,,,,
05/13/2020 01:04:41 pm,11090,0.1613,69.1,,,,,,,
05/13/2020 01:04:51 pm,11100,0.1667,69.3,,,,,,,
05/13/2020 01:05:01 pm,11110,0.1601,69.5,,,,,,,
05/13/2020 01:05:11 pm,11120,0.1619,69.4,,,,,,,
05/13/2020 01:05:21 pm,11130,0.1637,69.8,,,,,,,
05/13/2020 01:05:31 pm,11140,0.1606,69.5,,,,,,,
05/13/2020 01:05:41 pm,11150,0.1641,69.4,,,,,,,
05/13/2020 01:05:51 pm,11160,0.1625,69.5,,,,,,,
05/13/2020 01:06:01 pm,11170,0.1679,69.2,,,,,,,
05/13/2020 01:06:11 pm,11180,0.1656,69.5,,,,,,,
05/13/2020 01:06:21 pm,11190,0.1627,69.4,,,,,,,
05/13/2020 01:06:31 pm,11200,0.1603,69.4,,,,,,,
05/13/2020 01:06:41 pm,11210,0.1601,69.6,,,,,,,
05/13/2020 01:06:51 pm,11220,0.1679,69.5,,,,,,,
05/13/2020 01:07:01 pm,11230,0.1629,69.8,,,,,,,
05/13/2020 01:07:11 pm,11240,0.161,69.5,,,,,,,
05/13/2020 01:07:21 pm,11250,0.1624,69.3,,,,,,,
05/13/2020 01:07:31 pm,11260,0.1615,70,,,,,,,
05/13/2020 01:07:41 pm,11270,0.1636,69.8,,,,,,,
05/13/2020 01:07:51 pm,11280,0.161,69.7,,,,,,,
05/13/2020 01:08:01 pm,11290,0.1637,69.6,,,,,,,
05/13/2020 01:08:11 pm,11300,0.1632,69.5,,,,,,,
05/13/2020 01:08:21 pm,11310,0.1639,69.3,,,,,,,
05/13/2020 01:08:31 pm,11320,0.1634,69.4,,,,,,,
05/13/2020 01:08:41 pm,11330,0.1624,69.5,,,,,,,
05/13/2020 01:08:51 pm,11340,0.1606,69.1,,,,,,,
05/13/2020 01:09:01 pm,11350,0.1662,69.2,,,,,,,
05/13/2020 01:09:11 pm,11360,0.1603,69.4,,,,,,,
05/13/2020 01:09:21 pm,11370,0.1655,69,,,,,,,
05/13/2020 01:09:31 pm,11380,0.1582,70.1,,,,,,,
05/13/2020 01:09:41 pm,11390,0.1634,70,,,,,,,
05/13/2020 01:09:51 pm,11400,0.1619,69.6,,,,,,,
05/13/2020 01:10:01 pm,11410,0.16,69.4,,,,,,,
05/13/2020 01:10:11 pm,11420,0.1601,69.5,,,,,,,
05/13/2020 01:10:21 pm,11430,0.1648,70,,,,,,,
05/13/2020 01:10:31 pm,11440,0.1655,69.7,,,,,,,
05/13/2020 01:10:41 pm,11450,0.1619,70,,,,,,,
05/13/2020 01:10:51 pm,11460,0.1644,69.6,,,,,,,
05/13/2020 01:11:01 pm,11470,0.1649,70,,,,,,,
05/13/2020 01:11:11 pm,11480,0.1615,69.9,,,,,,,
05/13/2020 01:11:21 pm,11490,0.1612,69.7,,,,,,,
05/13/2020 01:11:31 pm,11500,0.1594,69.6,,,,,,,
05/13/2020 01:11:41 pm,11510,0.1613,69.4,,,,,,,
05/13/2020 01:11:51 pm,11520,0.1596,69.5,,,,,,,
05/13/2020 01:12:01 pm,11530,0.1594,69.7,,,,,,,
05/13/2020 01:12:11 pm,11540,0.1619,69.5,,,,,,,
05/13/2020 01:12:21 pm,11550,0.1668,69.8,,,,,,,
05/13/2020 01:12:31 pm,11560,0.1603,69.6,,,,,,,
05/13/2020 01:12:41 pm,11570,0.1665,69.5,,,,,,,
05/13/2020 01:12:51 pm,11580,0.161,69.5,,,,,,,
05/13/2020 01:13:01 pm,11590,0.1641,70,,,,,,,
05/13/2020 01:13:11 pm,11600,0.1641,69.6,,,,,,,
05/13/2020 01:13:21 pm,11610,0.1646,69.6,,,,,,,
05/13/2020 01:13:31 pm,11620,0.1624,70.1,,,,,,,
05/13/2020 01:13:41 pm,11630,0.1624,69.7,,,,,,,
05/13/2020 01:13:51 pm,11640,0.1584,70,,,,,,,
05/13/2020 01:14:01 pm,11650,0.1615,70,,,,,,,
05/13/2020 01:14:11 pm,11660,0.1574,70.1,,,,,,,
05/13/2020 01:14:21 pm,11670,0.16,69.9,,,,,,,
05/13/2020 01:14:31 pm,11680,0.1586,70.1,,,,,,,
05/13/2020 01:14:41 pm,11690,0.1641,70.2,,,,,,,
05/13/2020 01:14:51 pm,11700,0.1644,70.4,,,,,,,
05/13/2020 01:15:01 pm,11710,0.1656,70.2,,,,,,,
05/13/2020 01:15:11 pm,11720,0.1608,70.3,,,,,,,
05/13/2020 01:15:21 pm,11730,0.1655,70.3,,,,,,,
05/13/2020 01:15:31 pm,11740,0.1581,70.3,,,,,,,
05/13/2020 01:15:41 pm,11750,0.16,70,,,,,,,
05/13/2020 01:15:51 pm,11760,0.1596,70.1,,,,,,,
05/13/2020 01:16:01 pm,11770,0.1601,70.1,,,,,,,
05/13/2020 01:16:11 pm,11780,0.1646,70.1,,,,,,,
05/13/2020 01:16:21 pm,11790,0.1601,69.8,,,,,,,
05/13/2020 01:16:31 pm,11800,0.1586,69.9,,,,,,,
05/13/2020 01:16:41 pm,11810,0.1605,69.7,,,,,,,
05/13/2020 01:16:51 pm,11820,0.1586,70,,,,,,,
05/13/2020 01:17:01 pm,11830,0.1584,70.4,,,,,,,
05/13/2020 01:17:11 pm,11840,0.1612,70.5,,,,,,,
05/13/2020 01:17:21 pm,11850,0.1589,70.5,,,,,,,
05/13/2020 01:17:31 pm,11860,0.1646,70.5,,,,,,,
05/13/2020 01:17:41 pm,11870,0.162,70.2,,,,,,,
05/13/2020 01:17:51 pm,11880,0.16,70.2,,,,,,,
05/13/2020 01:18:01 pm,11890,0.1598,70.5,,,,,,,
05/13/2020 01:18:11 pm,11900,0.1594,70.4,,,,,,,
05/13/2020 01:18:21 pm,11910,0.1589,70.2,,,,,,,
05/13/2020 01:18:31 pm,11920,0.1615,70.1,,,,,,,
05/13/2020 01:18:41 pm,11930,0.1655,70.2,,,,,,,
05/13/2020 01:18:51 pm,11940,0.1586,70.5,,,,,,,
05/13/2020 01:19:01 pm,11950,0.1655,70.4,,,,,,,
05/13/2020 01:19:11 pm,11960,0.1613,70.3,,,,,,,
05/13/2020 01:19:21 pm,11970,0.1624,70.3,,,,,,,
05/13/2020 01:19:31 pm,11980,0.161,70.3,,,,,,,
05/13/2020 01:19:41 pm,11990,0.1588,70.2,,,,,,,
05/13/2020 01:19:51 pm,12000,0.1619,70.2,,,,,,,
05/13/2020 01:20:01 pm,12010,0.1646,70,,,,,,,
05/13/2020 01:20:11 pm,12020,0.1596,70.1,,,,,,,
05/13/2020 01:20:21 pm,12030,0.1679,70.1,,,,,,,
05/13/2020 01:20:31 pm,12040,0.1627,70,,,,,,,
05/13/2020 01:20:41 pm,12050,0.1615,70,,,,,,,
05/13/2020 01:20:51 pm,12060,0.1627,70.3,,,,,,,
05/13/2020 01:21:01 pm,12070,0.1601,70.3,,,,,,,
05/13/2020 01:21:11 pm,12080,0.1696,70.5,,,,,,,
05/13/2020 01:21:21 pm,12090,0.1581,70.4,,,,,,,
05/13/2020 01:21:31 pm,12100,0.1636,70.8,,,,,,,
05/13/2020 01:21:41 pm,12110,0.1627,70.4,,,,,,,
05/13/2020 01:21:51 pm,12120,0.1605,70.4,,,,,,,
05/13/2020 01:22:01 pm,12130,0.1643,70.5,,,,,,,
05/13/2020 01:22:11 pm,12140,0.1637,70.3,,,,,,,
05/13/2020 01:22:21 pm,12150,0.1677,70,,,,,,,
05/13/2020 01:22:31 pm,12160,0.1639,69.9,,,,,,,
05/13/2020 01:22:41 pm,12170,0.1646,70.1,,,,,,,
05/13/2020 01:22:51 pm,12180,0.1625,70.1,,,,,,,
05/13/2020 01:23:01 pm,12190,0.1639,70.3,,,,,,,
05/13/2020 01:23:11 pm,12200,0.1627,70,,,,,,,
05/13/2020 01:23:21 pm,12210,0.1632,69.8,,,,,,,
05/13/2020 01:23:31 pm,12220,0.1631,70,,,,,,,
05/13/2020 01:23:41 pm,12230,0.1684,69.5,,,,,,,
05/13/2020 01:23:51 pm,12240,0.1686,69.9,,,,,,,
05/13/2020 01:24:01 pm,12250,0.1624,69.6,,,,,,,
05/13/2020 01:24:11 pm,12260,0.1636,69.8,,,,,,,
05/13/2020 01:24:21 pm,12270,0.1625,69.9,,,,,,,
05/13/2020 01:24:31 pm,12280,0.1684,69.5,,,,,,,
05/13/2020 01:24:41 pm,12290,0.1634,69.4,,,,,,,
05/13/2020 01:24:51 pm,12300,0.1641,69.4,,,,,,,
05/13/2020 01:25:01 pm,12310,0.1631,69.4,,,,,,,
05/13/2020 01:25:11 pm,12320,0.1639,69.6,,,,,,,
05/13/2020 01:25:21 pm,12330,0.1686,69.5,,,,,,,
05/13/2020 01:25:31 pm,12340,0.1649,69.7,,,,,,,
05/13/2020 01:25:41 pm,12350,0.1686,69.9,,,,,,,
05/13/2020 01:25:51 pm,12360,0.1629,69.7,,,,,,,
05/13/2020 01:26:01 pm,12370,0.1622,69.9,,,,,,,
05/13/2020 01:26:11 pm,12380,0.1612,69.8,,,,,,,
05/13/2020 01:26:21 pm,12390,0.1687,69.9,,,,,,,
05/13/2020 01:26:31 pm,12400,0.1677,69.4,,,,,,,
05/13/2020 01:26:41 pm,12410,0.1617,69.5,,,,,,,
05/13/2020 01:26:51 pm,12420,0.1651,69.6,,,,,,,
05/13/2020 01:27:01 pm,12430,0.162,70,,,,,,,
05/13/2020 01:27:11 pm,12440,0.1649,69.4,,,,,,,
05/13/2020 01:27:21 pm,12450,0.1653,69.2,,,,,,,
05/13/2020 01:27:31 pm,12460,0.161,69.4,,,,,,,
05/13/2020 01:27:41 pm,12470,0.162,69.5,,,,,,,
05/13/2020 01:27:51 pm,12480,0.162,69.7,,,,,,,
05/13/2020 01:28:01 pm,12490,0.1637,69.5,,,,,,,
05/13/2020 01:28:11 pm,12500,0.1612,69.4,,,,,,,
05/13/2020 01:28:21 pm,12510,0.1612,69.6,,,,,,,
05/13/2020 01:28:31 pm,12520,0.1663,70.1,,,,,,,
05/13/2020 01:28:41 pm,12530,0.1663,69.9,,,,,,,
05/13/2020 01:28:51 pm,12540,0.1605,69.8,,,,,,,
05/13/2020 01:29:01 pm,12550,0.1637,69.9,,,,,,,
05/13/2020 01:29:11 pm,12560,0.1677,70,,,,,,,
05/13/2020 01:29:21 pm,12570,0.1637,70.3,,,,,,,
05/13/2020 01:29:31 pm,12580,0.1613,70,,,,,,,
05/13/2020 01:29:41 pm,12590,0.1639,70.2,,,,,,,
05/13/2020 01:29:51 pm,12600,0.1636,70.3,,,,,,,
05/13/2020 01:30:01 pm,12610,0.1641,70.5,,,,,,,
05/13/2020 01:30:11 pm,12620,0.1615,70,,,,,,,
05/13/2020 01:30:21 pm,12630,0.1613,69.9,,,,,,,
05/13/2020 01:30:31 pm,12640,0.1634,69.8,,,,,,,
05/13/2020 01:30:41 pm,12650,0.1612,69.7,,,,,,,
05/13/2020 01:30:51 pm,12660,0.1612,69.6,,,,,,,
05/13/2020 01:31:01 pm,12670,0.1608,69.9,,,,,,,
05/13/2020 01:31:11 pm,12680,0.1636,69.9,,,,,,,
05/13/2020 01:31:21 pm,12690,0.1698,70.1,,,,,,,
05/13/2020 01:31:31 pm,12700,0.167,70,,,,,,,
05/13/2020 01:31:41 pm,12710,0.1636,70.3,,,,,,,
05/13/2020 01:31:51 pm,12720,0.1641,70.1,,,,,,,
05/13/2020 01:32:01 pm,12730,0.16,69.8,,,,,,,
05/13/2020 01:32:11 pm,12740,0.16,69.8,,,,,,,
05/13/2020 01:32:21 pm,12750,0.1662,70,,,,,,,
05/13/2020 01:32:31 pm,12760,0.1632,70,,,,,,,
05/13/2020 01:32:41 pm,12770,0.1663,69.9,,,,,,,
05/13/2020 01:32:51 pm,12780,0.1625,69.9,,,,,,,
05/13/2020 01:33:01 pm,12790,0.1605,70.5,,,,,,,
05/13/2020 01:33:11 pm,12800,0.161,70.8,,,,,,,
05/13/2020 01:33:21 pm,12810,0.1634,70.3,,,,,,,
05/13/2020 01:33:31 pm,12820,0.1617,70.8,,,,,,,
05/13/2020 01:33:41 pm,12830,0.16,70.3,,,,,,,
05/13/2020 01:33:51 pm,12840,0.1619,70.4,,,,,,,
05/13/2020 01:34:01 pm,12850,0.1656,70.1,,,,,,,
05/13/2020 01:34:11 pm,12860,0.1625,70.6,,,,,,,
05/13/2020 01:34:21 pm,12870,0.1596,70.2,,,,,,,
05/13/2020 01:34:31 pm,12880,0.1605,70.3,,,,,,,
05/13/2020 01:34:41 pm,12890,0.162,70.1,,,,,,,
05/13/2020 01:34:51 pm,12900,0.1679,70.2,,,,,,,
05/13/2020 01:35:01 pm,12910,0.1634,70.4,,,,,,,
05/13/2020 01:35:11 pm,12920,0.1627,70.1,,,,,,,
05/13/2020 01:35:21 pm,12930,0.1606,70,,,,,,,
05/13/2020 01:35:31 pm,12940,0.1617,69.9,,,,,,,
05/13/2020 01:35:41 pm,12950,0.167,70.1,,,,,,,
05/13/2020 01:35:51 pm,12960,0.1624,70.3,,,,,,,
05/13/2020 01:36:01 pm,12970,0.1668,70.2,,,,,,,
05/13/2020 01:36:11 pm,12980,0.1606,70.2,,,,,,,
05/13/2020 01:36:21 pm,12990,0.1637,70.1,,,,,,,
05/13/2020 01:36:31 pm,13000,0.1665,70.6,,,,,,,
05/13/2020 01:36:36 pm,13005,0.1674,70.3,,,,,,,
05/13/2020 01:36:46 pm,13015,0.1598,70.3,,,,,,,
05/13/2020 01:36:56 pm,13025,0.1605,70.6,,,,,,,
05/13/2020 01:37:06 pm,13035,0.1662,70.5,,,,,,,
05/13/2020 01:37:16 pm,13045,0.1701,70.9,,,,,,,
05/13/2020 01:37:26 pm,13055,0.1639,70.8,,,,,,,
05/13/2020 01:37:36 pm,13065,0.1668,70.9,,,,,,,
05/13/2020 01:37:46 pm,13075,0.1634,70.5,,,,,,,
05/13/2020 01:37:56 pm,13085,0.168,70.6,,,,,,,
05/13/2020 01:38:06 pm,13095,0.1675,70.5,,,,,,,
05/13/2020 01:38:16 pm,13105,0.1605,70.3,,,,,,,
05/13/2020 01:38:26 pm,13115,0.1608,70.3,,,,,,,
05/13/2020 01:38:36 pm,13125,0.1617,70.5,,,,,,,
05/13/2020 01:38:46 pm,13135,0.162,70.3,,,,,,,
05/13/2020 01:38:56 pm,13145,0.1624,70.4,,,,,,,
05/13/2020 01:39:06 pm,13155,0.1631,70.1,,,,,,,
05/13/2020 01:39:16 pm,13165,0.166,70.4,,,,,,,
05/13/2020 01:39:26 pm,13175,0.1632,70.5,,,,,,,
05/13/2020 01:39:36 pm,13185,0.1594,70.7,,,,,,,
05/13/2020 01:39:46 pm,13195,0.1601,70.7,,,,,,,
05/13/2020 01:39:56 pm,13205,0.162,70.6,,,,,,,
05/13/2020 01:40:06 pm,13215,0.1651,70.5,,,,,,,
05/13/2020 01:40:16 pm,13225,0.1665,70.7,,,,,,,
05/13/2020 01:40:26 pm,13235,0.1643,70.6,,,,,,,
05/13/2020 01:40:36 pm,13245,0.1649,70.9,,,,,,,
05/13/2020 01:40:46 pm,13255,0.1643,70.5,,,,,,,
05/13/2020 01:40:56 pm,13265,0.1679,70.7,,,,,,,
05/13/2020 01:41:06 pm,13275,0.1639,70.7,,,,,,,
05/13/2020 01:41:16 pm,13285,0.1696,70.6,,,,,,,
05/13/2020 01:41:26 pm,13295,0.1694,70.2,,,,,,,
05/13/2020 01:41:36 pm,13305,0.1627,70.4,,,,,,,
05/13/2020 01:41:46 pm,13315,0.1613,70.3,,,,,,,
05/13/2020 01:41:56 pm,13325,0.1656,70,,,,,,,
05/13/2020 01:42:06 pm,13335,0.1663,70.4,,,,,,,
05/13/2020 01:42:16 pm,13345,0.1643,70.2,,,,,,,
05/13/2020 01:42:26 pm,13355,0.1698,70.2,,,,,,,
05/13/2020 01:42:36 pm,13365,0.1637,70,,,,,,,
05/13/2020 01:42:46 pm,13375,0.1703,69.8,,,,,,,
05/13/2020 01:42:56 pm,13385,0.1698,69.8,,,,,,,
05/13/2020 01:43:06 pm,13395,0.1703,69.8,,,,,,,
05/13/2020 01:43:16 pm,13405,0.1705,70,,,,,,,
05/13/2020 01:43:26 pm,13415,0.1636,70.1,,,,,,,
05/13/2020 01:43:36 pm,13425,0.166,69.9,,,,,,,
05/13/2020 01:43:46 pm,13435,0.1656,70,,,,,,,
05/13/2020 01:43:56 pm,13445,0.1636,69.9,,,,,,,
05/13/2020 01:44:06 pm,13455,0.1711,69.9,,,,,,,
05/13/2020 01:44:16 pm,13465,0.1674,70.2,,,,,,,
05/13/2020 01:44:26 pm,13475,0.1667,70.2,,,,,,,
05/13/2020 01:44:36 pm,13485,0.1703,70.3,,,,,,,
05/13/2020 01:44:46 pm,13495,0.1706,70.5,,,,,,,
05/13/2020 01:44:56 pm,13505,0.1658,70.3,,,,,,,
05/13/2020 01:45:06 pm,13515,0.1692,70.5,,,,,,,
05/13/2020 01:45:16 pm,13525,0.1644,70.2,,,,,,,
05/13/2020 01:45:26 pm,13535,0.1717,70.2,,,,,,,
05/13/2020 01:45:36 pm,13545,0.1636,70.1,,,,,,,
05/13/2020 01:45:46 pm,13555,0.1711,70.3,,,,,,,
05/13/2020 01:45:56 pm,13565,0.1649,70.2,,,,,,,
05/13/2020 01:46:06 pm,13575,0.1649,70.1,,,,,,,
05/13/2020 01:46:16 pm,13585,0.1674,69.9,,,,,,,
05/13/2020 01:46:26 pm,13595,0.1698,69.8,,,,,,,
05/13/2020 01:46:36 pm,13605,0.1723,70.1,,,,,,,
05/13/2020 01:46:46 pm,13615,0.1656,69.8,,,,,,,
05/13/2020 01:46:56 pm,13625,0.1701,69.7,,,,,,,
05/13/2020 01:47:06 pm,13635,0.1648,69.6,,,,,,,
05/13/2020 01:47:16 pm,13645,0.1665,69.8,,,,,,,
05/13/2020 01:47:26 pm,13655,0.1687,70.4,,,,,,,
05/13/2020 01:47:36 pm,13665,0.1679,69.9,,,,,,,
05/13/2020 01:47:46 pm,13675,0.1636,70.1,,,,,,,
05/13/2020 01:47:56 pm,13685,0.1641,69.9,,,,,,,
05/13/2020 01:48:06 pm,13695,0.1644,70.3,,,,,,,
05/13/2020 01:48:16 pm,13705,0.1696,70.1,,,,,,,
05/13/2020 01:48:26 pm,13715,0.1663,70.4,,,,,,,
05/13/2020 01:48:36 pm,13725,0.1631,70.2,,,,,,,
05/13/2020 01:48:46 pm,13735,0.1643,69.9,,,,,,,
05/13/2020 01:48:56 pm,13745,0.1655,70,,,,,,,
05/13/2020 01:49:06 pm,13755,0.1624,69.9,,,,,,,
05/13/2020 01:49:16 pm,13765,0.1637,70.6,,,,,,,
05/13/2020 01:49:26 pm,13775,0.1658,70.2,,,,,,,
05/13/2020 01:49:36 pm,13785,0.1632,70.2,,,,,,,
05/13/2020 01:49:46 pm,13795,0.1627,70.4,,,,,,,
05/13/2020 01:49:56 pm,13805,0.1656,70.3,,,,,,,
05/13/2020 01:50:06 pm,13815,0.1643,70.3,,,,,,,
05/13/2020 01:50:16 pm,13825,0.1686,70,,,,,,,
05/13/2020 01:50:26 pm,13835,0.1649,70.1,,,,,,,
05/13/2020 01:50:36 pm,13845,0.1686,70.3,,,,,,,
05/13/2020 01:50:46 pm,13855,0.161,70.2,,,,,,,
05/13/2020 01:50:56 pm,13865,0.1634,70,,,,,,,
05/13/2020 01:51:06 pm,13875,0.1615,69.7,,,,,,,
05/13/2020 01:51:16 pm,13885,0.1648,69.8,,,,,,,
05/13/2020 01:51:26 pm,13895,0.1613,69.9,,,,,,,
05/13/2020 01:51:36 pm,13905,0.166,69.9,,,,,,,
05/13/2020 01:51:46 pm,13915,0.162,70.2,,,,,,,
05/13/2020 01:51:56 pm,13925,0.1655,70.2,,,,,,,
05/13/2020 01:52:06 pm,13935,0.1648,70.3,,,,,,,
05/13/2020 01:52:16 pm,13945,0.1701,70.5,,,,,,,
05/13/2020 01:52:26 pm,13955,0.1648,70.1,,,,,,,
05/13/2020 01:52:36 pm,13965,0.1663,70.3,,,,,,,
05/13/2020 01:52:46 pm,13975,0.1689,70.1,,,,,,,
05/13/2020 01:52:56 pm,13985,0.1687,70.3,,,,,,,
05/13/2020 01:53:06 pm,13995,0.1625,70.7,,,,,,,
05/13/2020 01:53:16 pm,14005,0.1622,70.4,,,,,,,
05/13/2020 01:53:26 pm,14015,0.1687,70.5,,,,,,,
05/13/2020 01:53:36 pm,14025,0.1649,70.4,,,,,,,
05/13/2020 01:53:46 pm,14035,0.1643,70.2,,,,,,,
05/13/2020 01:53:56 pm,14045,0.1686,70.2,,,,,,,
05/13/2020 01:54:06 pm,14055,0.1662,70.1,,,,,,,
05/13/2020 01:54:16 pm,14065,0.1622,70.3,,,,,,,
05/13/2020 01:54:26 pm,14075,0.1686,70.2,,,,,,,
05/13/2020 01:54:36 pm,14085,0.1632,70,,,,,,,
05/13/2020 01:54:46 pm,14095,0.1653,70.2,,,,,,,
05/13/2020 01:54:56 pm,14105,0.1631,70.2,,,,,,,
05/13/2020 01:55:06 pm,14115,0.1677,70.5,,,,,,,
05/13/2020 01:55:16 pm,14125,0.1692,70.6,,,,,,,
05/13/2020 01:55:26 pm,14135,0.1619,70.7,,,,,,,
05/13/2020 01:55:36 pm,14145,0.1646,70.9,,,,,,,
05/13/2020 01:55:46 pm,14155,0.162,70.3,,,,,,,
05/13/2020 01:55:56 pm,14165,0.1677,70.4,,,,,,,
05/13/2020 01:56:06 pm,14175,0.1632,70.8,,,,,,,
05/13/2020 01:56:16 pm,14185,0.1631,70.7,,,,,,,
05/13/2020 01:56:26 pm,14195,0.1648,70.4,,,,,,,
05/13/2020 01:56:36 pm,14205,0.1625,70.7,,,,,,,
05/13/2020 01:56:46 pm,14215,0.1696,70.8,,,,,,,
05/13/2020 01:56:56 pm,14225,0.1655,70.7,,,,,,,
05/13/2020 01:57:06 pm,14235,0.1699,70.5,,,,,,,
05/13/2020 01:57:16 pm,14245,0.1698,70.7,,,,,,,
05/13/2020 01:57:26 pm,14255,0.1641,70,,,,,,,
05/13/2020 01:57:36 pm,14265,0.1644,70.1,,,,,,,
05/13/2020 01:57:46 pm,14275,0.1627,70.3,,,,,,,
05/13/2020 01:57:56 pm,14285,0.168,70.1,,,,,,,
05/13/2020 01:58:06 pm,14295,0.1687,70.3,,,,,,,
05/13/2020 01:58:16 pm,14305,0.1698,70.2,,,,,,,
05/13/2020 01:58:26 pm,14315,0.1662,70,,,,,,,
05/13/2020 01:58:36 pm,14325,0.1675,70.5,,,,,,,
05/13/2020 01:58:46 pm,14335,0.1622,70.3,,,,,,,
05/13/2020 01:58:56 pm,14345,0.1675,70.5,,,,,,,
05/13/2020 01:59:06 pm,14355,0.1648,70.7,,,,,,,
05/13/2020 01:59:16 pm,14365,0.1689,70.8,,,,,,,
