DateTime,Time (s),Position (m),Temperature (C),,,,,,,
05/13/2020 11:45:01 am,6310,0.1551,68,,,,,,,
05/13/2020 11:45:11 am,6320,0.1545,68.2,,,,,,,
05/13/2020 11:45:21 am,6330,0.1598,68.6,,,,,,,
05/13/2020 11:45:31 am,6340,0.1541,68.4,,,,,,,
05/13/2020 11:45:41 am,6350,0.1533,68.4,,,,,,,
05/13/2020 11:45:51 am,6360,0.1586,68.5,,,,,,,
05/13/2020 11:46:01 am,6370,0.1533,68.6,,,,,,,
05/13/2020 11:46:11 am,6380,0.1596,69,,,,,,,
05/13/2020 11:46:21 am,6390,0.152,68.8,,,,,,,
05/13/2020 11:46:31 am,6400,0.1545,68.9,,,,,,,
05/13/2020 11:46:41 am,6410,0.1541,68.8,,,,,,,
05/13/2020 11:46:51 am,6420,0.1527,69,,,,,,,
05/13/2020 11:47:01 am,6430,0.1541,69.1,,,,,,,
05/13/2020 11:47:11 am,6440,0.151,68.6,,,,,,,
05/13/2020 11:47:21 am,6450,0.1581,68.8,,,,,,,
05/13/2020 11:47:31 am,6460,0.1555,68.6,,,,,,,
05/13/2020 11:47:41 am,6470,0.1531,68.5,,,,,,,
05/13/2020 11:47:51 am,6480,0.1527,68.3,,,,,,,
05/13/2020 11:48:01 am,6490,0.1551,68.6,,,,,,,
05/13/2020 11:48:11 am,6500,0.155,68.4,,,,,,,
05/13/2020 11:48:21 am,6510,0.1538,68.3,,,,,,,
05/13/2020 11:48:31 am,6520,0.1526,68.4,,,,,,,
05/13/2020 11:48:41 am,6530,0.1558,68.9,,,,,,,
05/13/2020 11:48:51 am,6540,0.1555,68.3,,,,,,,
05/13/2020 11:49:01 am,6550,0.1531,68.3,,,,,,,
05/13/2020 11:49:11 am,6560,0.1541,68.4,,,,,,,
05/13/2020 11:49:21 am,6570,0.155,68.5,,,,,,,
05/13/2020 11:49:31 am,6580,0.16,68.4,,,,,,,
05/13/2020 11:49:41 am,6590,0.1596,68.7,,,,,,,
05/13/2020 11:49:51 am,6600,0.1538,68.7,,,,,,,
05/13/2020 11:50:01 am,6610,0.1533,68.8,,,,,,,
05/13/2020 11:50:11 am,6620,0.1536,69,,,,,,,
05/13/2020 11:50:21 am,6630,0.1541,69,,,,,,,
05/13/2020 11:50:31 am,6640,0.1582,68.9,,,,,,,
05/13/2020 11:50:41 am,6650,0.1589,69.1,,,,,,,
05/13/2020 11:50:51 am,6660,0.1539,68.7,,,,,,,
05/13/2020 11:51:01 am,6670,0.1582,68.9,,,,,,,
05/13/2020 11:51:11 am,6680,0.1586,68.5,,,,,,,
05/13/2020 11:51:21 am,6690,0.16,69.1,,,,,,,
05/13/2020 11:51:31 am,6700,0.1541,68.6,,,,,,,
05/13/2020 11:51:41 am,6710,0.1526,68.8,,,,,,,
05/13/2020 11:51:51 am,6720,0.1579,69,,,,,,,
05/13/2020 11:52:01 am,6730,0.1515,68.8,,,,,,,
05/13/2020 11:52:11 am,6740,0.1514,69.1,,,,,,,
05/13/2020 11:52:21 am,6750,0.1512,68.9,,,,,,,
05/13/2020 11:52:31 am,6760,0.1512,69.1,,,,,,,
05/13/2020 11:52:41 am,6770,0.1522,69,,,,,,,
05/13/2020 11:52:51 am,6780,0.1519,68.8,,,,,,,
05/13/2020 11:53:01 am,6790,0.1543,68.9,,,,,,,
05/13/2020 11:53:11 am,6800,0.1569,68.6,,,,,,,
05/13/2020 11:53:21 am,6810,0.1546,68.7,,,,,,,
05/13/2020 11:53:31 am,6820,0.1515,68.9,,,,,,,
05/13/2020 11:53:41 am,6830,0.1546,68.7,,,,,,,
05/13/2020 11:53:51 am,6840,0.1539,68.8,,,,,,,
05/13/2020 11:54:01 am,6850,0.1589,69.2,,,,,,,
05/13/2020 11:54:11 am,6860,0.1579,69,,,,,,,
05/13/2020 11:54:21 am,6870,0.1579,69.2,,,,,,,
05/13/2020 11:54:31 am,6880,0.1541,69.1,,,,,,,
05/13/2020 11:54:41 am,6890,0.1594,69.1,,,,,,,
05/13/2020 11:54:51 am,6900,0.1548,69.1,,,,,,,
05/13/2020 11:55:01 am,6910,0.1527,68.9,,,,,,,
05/13/2020 11:55:11 am,6920,0.1536,69.1,,,,,,,
05/13/2020 11:55:21 am,6930,0.1579,68.7,,,,,,,
05/13/2020 11:55:31 am,6940,0.1591,68.8,,,,,,,
05/13/2020 11:55:41 am,6950,0.16,68.7,,,,,,,
05/13/2020 11:55:51 am,6960,0.1589,69,,,,,,,
05/13/2020 11:56:01 am,6970,0.1529,68.9,,,,,,,
05/13/2020 11:56:11 am,6980,0.1591,69.2,,,,,,,
05/13/2020 11:56:21 am,6990,0.1581,69,,,,,,,
05/13/2020 11:56:31 am,7000,0.1589,69.4,,,,,,,
05/13/2020 11:56:41 am,7010,0.1562,69.2,,,,,,,
05/13/2020 11:56:51 am,7020,0.1519,69.5,,,,,,,
05/13/2020 11:57:01 am,7030,0.1524,69,,,,,,,
05/13/2020 11:57:11 am,7040,0.155,69,,,,,,,
05/13/2020 11:57:21 am,7050,0.1546,68.9,,,,,,,
05/13/2020 11:57:31 am,7060,0.1526,69,,,,,,,
05/13/2020 11:57:41 am,7070,0.1545,69,,,,,,,
05/13/2020 11:57:51 am,7080,0.1558,69,,,,,,,
05/13/2020 11:58:01 am,7090,0.1576,69,,,,,,,
05/13/2020 11:58:11 am,7100,0.1524,69.4,,,,,,,
05/13/2020 11:58:21 am,7110,0.1558,69.4,,,,,,,
05/13/2020 11:58:31 am,7120,0.1517,69.1,,,,,,,
05/13/2020 11:58:41 am,7130,0.1524,69.3,,,,,,,
05/13/2020 11:58:51 am,7140,0.1534,69.2,,,,,,,
05/13/2020 11:59:01 am,7150,0.1527,69.4,,,,,,,
05/13/2020 11:59:11 am,7160,0.1515,68.9,,,,,,,
05/13/2020 11:59:21 am,7170,0.151,69,,,,,,,
05/13/2020 11:59:31 am,7180,0.1545,69,,,,,,,
05/13/2020 11:59:41 am,7190,0.1526,69,,,,,,,
05/13/2020 11:59:51 am,7200,0.1534,69.2,,,,,,,
05/13/2020 12:00:01 pm,7210,0.1526,69.2,,,,,,,
05/13/2020 12:00:11 pm,7220,0.1579,69,,,,,,,
05/13/2020 12:00:21 pm,7230,0.1591,68.9,,,,,,,
05/13/2020 12:00:31 pm,7240,0.1591,69.3,,,,,,,
05/13/2020 12:00:41 pm,7250,0.1534,69,,,,,,,
05/13/2020 12:00:51 pm,7260,0.1557,69.6,,,,,,,
05/13/2020 12:01:01 pm,7270,0.1569,69.1,,,,,,,
05/13/2020 12:01:11 pm,7280,0.1543,69,,,,,,,
05/13/2020 12:01:21 pm,7290,0.1536,68.9,,,,,,,
05/13/2020 12:01:31 pm,7300,0.1574,68.9,,,,,,,
05/13/2020 12:01:41 pm,7310,0.155,69.1,,,,,,,
05/13/2020 12:01:51 pm,7320,0.1538,68.9,,,,,,,
05/13/2020 12:02:01 pm,7330,0.1572,68.5,,,,,,,
05/13/2020 12:02:11 pm,7340,0.1541,68.9,,,,,,,
05/13/2020 12:02:21 pm,7350,0.156,69.1,,,,,,,
05/13/2020 12:02:31 pm,7360,0.155,69.1,,,,,,,
05/13/2020 12:02:41 pm,7370,0.1603,69.4,,,,,,,
05/13/2020 12:02:51 pm,7380,0.1576,68.8,,,,,,,
05/13/2020 12:03:01 pm,7390,0.1563,69,,,,,,,
05/13/2020 12:03:11 pm,7400,0.1555,68.9,,,,,,,
05/13/2020 12:03:21 pm,7410,0.1577,68.9,,,,,,,
05/13/2020 12:03:31 pm,7420,0.1545,68.7,,,,,,,
05/13/2020 12:03:41 pm,7430,0.1613,68.8,,,,,,,
05/13/2020 12:03:51 pm,7440,0.1622,68.7,,,,,,,
05/13/2020 12:04:01 pm,7450,0.1543,68.8,,,,,,,
05/13/2020 12:04:11 pm,7460,0.1596,68.9,,,,,,,
05/13/2020 12:04:21 pm,7470,0.1613,69,,,,,,,
05/13/2020 12:04:31 pm,7480,0.1582,68.9,,,,,,,
05/13/2020 12:04:41 pm,7490,0.1581,69,,,,,,,
05/13/2020 12:04:51 pm,7500,0.1577,68.4,,,,,,,
05/13/2020 12:05:01 pm,7510,0.1576,68.8,,,,,,,
05/13/2020 12:05:11 pm,7520,0.1625,68.9,,,,,,,
05/13/2020 12:05:21 pm,7530,0.1572,68.7,,,,,,,
05/13/2020 12:05:31 pm,7540,0.1625,68.6,,,,,,,
05/13/2020 12:05:41 pm,7550,0.162,68.5,,,,,,,
05/13/2020 12:05:51 pm,7560,0.1563,68.5,,,,,,,
05/13/2020 12:06:01 pm,7570,0.1574,68.4,,,,,,,
05/13/2020 12:06:11 pm,7580,0.1615,68.6,,,,,,,
05/13/2020 12:06:21 pm,7590,0.1617,68.5,,,,,,,
05/13/2020 12:06:31 pm,7600,0.1593,68.5,,,,,,,
05/13/2020 12:06:41 pm,7610,0.1577,68.5,,,,,,,
05/13/2020 12:06:51 pm,7620,0.1582,68.6,,,,,,,
05/13/2020 12:07:01 pm,7630,0.1619,68.5,,,,,,,
05/13/2020 12:07:11 pm,7640,0.1612,68.4,,,,,,,
05/13/2020 12:07:21 pm,7650,0.1622,68.4,,,,,,,
05/13/2020 12:07:31 pm,7660,0.155,68.4,,,,,,,
05/13/2020 12:07:41 pm,7670,0.1576,68.6,,,,,,,
05/13/2020 12:07:51 pm,7680,0.1565,68.5,,,,,,,
05/13/2020 12:08:01 pm,7690,0.1529,68.9,,,,,,,
05/13/2020 12:08:11 pm,7700,0.1567,69,,,,,,,
05/13/2020 12:08:21 pm,7710,0.1531,68.9,,,,,,,
05/13/2020 12:08:31 pm,7720,0.1558,69.1,,,,,,,
05/13/2020 12:08:41 pm,7730,0.1562,69.4,,,,,,,
05/13/2020 12:08:51 pm,7740,0.1601,68.9,,,,,,,
05/13/2020 12:09:01 pm,7750,0.1557,69.1,,,,,,,
05/13/2020 12:09:11 pm,7760,0.16,69.2,,,,,,,
05/13/2020 12:09:21 pm,7770,0.1594,68.9,,,,,,,
05/13/2020 12:09:31 pm,7780,0.161,68.8,,,,,,,
05/13/2020 12:09:41 pm,7790,0.1541,69.2,,,,,,,
05/13/2020 12:09:51 pm,7800,0.1533,68.6,,,,,,,
05/13/2020 12:10:01 pm,7810,0.1576,68.6,,,,,,,
05/13/2020 12:10:11 pm,7820,0.1557,68.7,,,,,,,
05/13/2020 12:10:21 pm,7830,0.162,68.7,,,,,,,
05/13/2020 12:10:31 pm,7840,0.1586,68.7,,,,,,,
05/13/2020 12:10:41 pm,7850,0.1598,69,,,,,,,
05/13/2020 12:10:51 pm,7860,0.1577,68.9,,,,,,,
05/13/2020 12:11:01 pm,7870,0.1572,68.9,,,,,,,
05/13/2020 12:11:11 pm,7880,0.1534,68.6,,,,,,,
05/13/2020 12:11:21 pm,7890,0.1558,68.9,,,,,,,
05/13/2020 12:11:31 pm,7900,0.1562,69.2,,,,,,,
05/13/2020 12:11:41 pm,7910,0.1531,69.2,,,,,,,
05/13/2020 12:11:51 pm,7920,0.1524,69.2,,,,,,,
05/13/2020 12:12:01 pm,7930,0.1526,69.1,,,,,,,
05/13/2020 12:12:11 pm,7940,0.1567,69.6,,,,,,,
05/13/2020 12:12:21 pm,7950,0.1533,69.2,,,,,,,
05/13/2020 12:12:31 pm,7960,0.1594,69,,,,,,,
05/13/2020 12:12:41 pm,7970,0.1594,69.5,,,,,,,
05/13/2020 12:12:51 pm,7980,0.1527,69,,,,,,,
05/13/2020 12:13:01 pm,7990,0.1589,69.5,,,,,,,
05/13/2020 12:13:11 pm,8000,0.1529,69.3,,,,,,,
05/13/2020 12:13:21 pm,8010,0.1593,69.3,,,,,,,
05/13/2020 12:13:31 pm,8020,0.1557,69.5,,,,,,,
05/13/2020 12:13:41 pm,8030,0.1548,69.7,,,,,,,
05/13/2020 12:13:51 pm,8040,0.1541,69.4,,,,,,,
05/13/2020 12:14:01 pm,8050,0.1555,69.2,,,,,,,
05/13/2020 12:14:11 pm,8060,0.1555,69.2,,,,,,,
05/13/2020 12:14:21 pm,8070,0.1605,69.4,,,,,,,
05/13/2020 12:14:31 pm,8080,0.1543,69.1,,,,,,,
05/13/2020 12:14:41 pm,8090,0.1546,69.2,,,,,,,
05/13/2020 12:14:51 pm,8100,0.1562,69.3,,,,,,,
05/13/2020 12:15:01 pm,8110,0.1589,69,,,,,,,
05/13/2020 12:15:11 pm,8120,0.1553,69.2,,,,,,,
05/13/2020 12:15:21 pm,8130,0.157,69,,,,,,,
05/13/2020 12:15:31 pm,8140,0.1569,69.5,,,,,,,
05/13/2020 12:15:41 pm,8150,0.1601,69.3,,,,,,,
05/13/2020 12:15:51 pm,8160,0.1557,69.5,,,,,,,
05/13/2020 12:16:01 pm,8170,0.155,69.6,,,,,,,
05/13/2020 12:16:11 pm,8180,0.1603,69.8,,,,,,,
05/13/2020 12:16:21 pm,8190,0.1572,69.9,,,,,,,
05/13/2020 12:16:31 pm,8200,0.161,69.6,,,,,,,
05/13/2020 12:16:41 pm,8210,0.1589,69.5,,,,,,,
05/13/2020 12:16:51 pm,8220,0.156,69.5,,,,,,,
05/13/2020 12:17:01 pm,8230,0.1576,69.9,,,,,,,
05/13/2020 12:17:11 pm,8240,0.1606,69.8,,,,,,,
05/13/2020 12:17:21 pm,8250,0.1541,69.4,,,,,,,
05/13/2020 12:17:31 pm,8260,0.1598,69.5,,,,,,,
05/13/2020 12:17:41 pm,8270,0.1582,69.4,,,,,,,
05/13/2020 12:17:51 pm,8280,0.1601,69.3,,,,,,,
05/13/2020 12:18:01 pm,8290,0.1603,69.2,,,,,,,
05/13/2020 12:18:11 pm,8300,0.16,69.5,,,,,,,
05/13/2020 12:18:21 pm,8310,0.1565,69.3,,,,,,,
05/13/2020 12:18:31 pm,8320,0.1531,69.3,,,,,,,
05/13/2020 12:18:41 pm,8330,0.1596,69.6,,,,,,,
05/13/2020 12:18:51 pm,8340,0.1574,69.4,,,,,,,
05/13/2020 12:19:01 pm,8350,0.1565,69.4,,,,,,,
05/13/2020 12:19:11 pm,8360,0.1558,69.3,,,,,,,
05/13/2020 12:19:21 pm,8370,0.1562,69.2,,,,,,,
05/13/2020 12:19:31 pm,8380,0.1603,69.5,,,,,,,
05/13/2020 12:19:41 pm,8390,0.1536,69.3,,,,,,,
05/13/2020 12:19:51 pm,8400,0.1563,69.5,,,,,,,
05/13/2020 12:20:01 pm,8410,0.1539,69.7,,,,,,,
05/13/2020 12:20:11 pm,8420,0.1536,69.9,,,,,,,
05/13/2020 12:20:21 pm,8430,0.1605,69.9,,,,,,,
05/13/2020 12:20:31 pm,8440,0.1553,69.6,,,,,,,
05/13/2020 12:20:41 pm,8450,0.1553,70.1,,,,,,,
05/13/2020 12:20:51 pm,8460,0.1576,70.1,,,,,,,
05/13/2020 12:21:01 pm,8470,0.1534,70,,,,,,,
05/13/2020 12:21:11 pm,8480,0.152,69.6,,,,,,,
05/13/2020 12:21:21 pm,8490,0.1555,69.6,,,,,,,
05/13/2020 12:21:31 pm,8500,0.156,69.7,,,,,,,
05/13/2020 12:21:41 pm,8510,0.162,69.5,,,,,,,
05/13/2020 12:21:51 pm,8520,0.1596,69.5,,,,,,,
05/13/2020 12:22:01 pm,8530,0.1586,69.2,,,,,,,
05/13/2020 12:22:11 pm,8540,0.1617,69.2,,,,,,,
05/13/2020 12:22:21 pm,8550,0.1627,69.3,,,,,,,
05/13/2020 12:22:31 pm,8560,0.1562,69.3,,,,,,,
05/13/2020 12:22:41 pm,8570,0.1632,68.9,,,,,,,
05/13/2020 12:22:51 pm,8580,0.1596,69,,,,,,,
05/13/2020 12:23:01 pm,8590,0.1574,69.2,,,,,,,
05/13/2020 12:23:11 pm,8600,0.1625,69.1,,,,,,,
05/13/2020 12:23:21 pm,8610,0.1631,69.2,,,,,,,
05/13/2020 12:23:31 pm,8620,0.1598,68.8,,,,,,,
05/13/2020 12:23:41 pm,8630,0.1582,68.8,,,,,,,
05/13/2020 12:23:51 pm,8640,0.16,69.2,,,,,,,
05/13/2020 12:24:01 pm,8650,0.1565,69.1,,,,,,,
05/13/2020 12:24:11 pm,8660,0.1622,69.3,,,,,,,
05/13/2020 12:24:21 pm,8670,0.1629,68.9,,,,,,,
05/13/2020 12:24:31 pm,8680,0.1591,69.2,,,,,,,
05/13/2020 12:24:41 pm,8690,0.1593,68.9,,,,,,,
05/13/2020 12:24:51 pm,8700,0.1636,69.1,,,,,,,
05/13/2020 12:25:01 pm,8710,0.1617,69.2,,,,,,,
05/13/2020 12:25:11 pm,8720,0.16,69.1,,,,,,,
05/13/2020 12:25:21 pm,8730,0.1627,69.5,,,,,,,
05/13/2020 12:25:31 pm,8740,0.1569,69,,,,,,,
05/13/2020 12:25:41 pm,8750,0.1574,69.3,,,,,,,
05/13/2020 12:25:51 pm,8760,0.1565,69,,,,,,,
05/13/2020 12:26:01 pm,8770,0.1596,68.8,,,,,,,
05/13/2020 12:26:11 pm,8780,0.1631,69,,,,,,,
05/13/2020 12:26:21 pm,8790,0.1576,69,,,,,,,
05/13/2020 12:26:31 pm,8800,0.157,69.2,,,,,,,
05/13/2020 12:26:41 pm,8810,0.1598,69,,,,,,,
05/13/2020 12:26:51 pm,8820,0.1582,69.1,,,,,,,
05/13/2020 12:27:01 pm,8830,0.1569,69.1,,,,,,,
05/13/2020 12:27:11 pm,8840,0.1632,68.8,,,,,,,
05/13/2020 12:27:21 pm,8850,0.1582,69.2,,,,,,,
05/13/2020 12:27:31 pm,8860,0.1634,68.8,,,,,,,
05/13/2020 12:27:41 pm,8870,0.1625,69.2,,,,,,,
05/13/2020 12:27:51 pm,8880,0.1632,69.2,,,,,,,
05/13/2020 12:28:01 pm,8890,0.1577,69.2,,,,,,,
05/13/2020 12:28:11 pm,8900,0.1625,69.2,,,,,,,
05/13/2020 12:28:21 pm,8910,0.1612,69.2,,,,,,,
05/13/2020 12:28:31 pm,8920,0.1558,69.3,,,,,,,
05/13/2020 12:28:41 pm,8930,0.1619,69,,,,,,,
05/13/2020 12:28:51 pm,8940,0.162,69.4,,,,,,,
05/13/2020 12:29:01 pm,8950,0.1589,69.3,,,,,,,
05/13/2020 12:29:11 pm,8960,0.1584,69.2,,,,,,,
05/13/2020 12:29:21 pm,8970,0.1632,69.2,,,,,,,
05/13/2020 12:29:31 pm,8980,0.1579,69.1,,,,,,,
05/13/2020 12:29:41 pm,8990,0.162,69,,,,,,,
05/13/2020 12:29:51 pm,9000,0.1557,68.7,,,,,,,
05/13/2020 12:30:01 pm,9010,0.1569,68.8,,,,,,,
05/13/2020 12:30:11 pm,9020,0.1584,69.1,,,,,,,
05/13/2020 12:30:21 pm,9030,0.1627,69,,,,,,,
05/13/2020 12:30:31 pm,9040,0.1558,69,,,,,,,
05/13/2020 12:30:41 pm,9050,0.1588,69.1,,,,,,,
05/13/2020 12:30:51 pm,9060,0.1576,69,,,,,,,
05/13/2020 12:31:01 pm,9070,0.1617,69.3,,,,,,,
05/13/2020 12:31:11 pm,9080,0.1639,69.1,,,,,,,
05/13/2020 12:31:21 pm,9090,0.1596,69.3,,,,,,,
05/13/2020 12:31:31 pm,9100,0.1562,69.2,,,,,,,
05/13/2020 12:31:41 pm,9110,0.1569,69.4,,,,,,,
05/13/2020 12:31:51 pm,9120,0.1562,69.7,,,,,,,
05/13/2020 12:32:01 pm,9130,0.1617,69.5,,,,,,,
05/13/2020 12:32:11 pm,9140,0.1613,69.5,,,,,,,
05/13/2020 12:32:21 pm,9150,0.1586,69.2,,,,,,,
05/13/2020 12:32:31 pm,9160,0.1562,69.4,,,,,,,
05/13/2020 12:32:41 pm,9170,0.1582,69.3,,,,,,,
05/13/2020 12:32:51 pm,9180,0.1558,69.2,,,,,,,
05/13/2020 12:33:01 pm,9190,0.1579,69.7,,,,,,,
05/13/2020 12:33:11 pm,9200,0.1555,69.2,,,,,,,
05/13/2020 12:33:21 pm,9210,0.1551,69.5,,,,,,,
05/13/2020 12:33:31 pm,9220,0.1617,69.6,,,,,,,
05/13/2020 12:33:41 pm,9230,0.1603,69.4,,,,,,,
05/13/2020 12:33:51 pm,9240,0.161,69.5,,,,,,,
05/13/2020 12:34:01 pm,9250,0.1557,69.9,,,,,,,
05/13/2020 12:34:11 pm,9260,0.1565,69.6,,,,,,,
05/13/2020 12:34:21 pm,9270,0.1598,69.8,,,,,,,
05/13/2020 12:34:31 pm,9280,0.1555,69.3,,,,,,,
05/13/2020 12:34:41 pm,9290,0.1612,69.4,,,,,,,
05/13/2020 12:34:51 pm,9300,0.1593,69.6,,,,,,,
05/13/2020 12:35:01 pm,9310,0.1615,69.5,,,,,,,
05/13/2020 12:35:11 pm,9320,0.1625,69.5,,,,,,,
05/13/2020 12:35:21 pm,9330,0.1555,69.3,,,,,,,
05/13/2020 12:35:31 pm,9340,0.1567,69.5,,,,,,,
05/13/2020 12:35:41 pm,9350,0.1636,69.6,,,,,,,
05/13/2020 12:35:51 pm,9360,0.157,69.8,,,,,,,
05/13/2020 12:36:01 pm,9370,0.1619,69.4,,,,,,,
05/13/2020 12:36:11 pm,9380,0.1586,69.9,,,,,,,
05/13/2020 12:36:21 pm,9390,0.1596,69.6,,,,,,,
05/13/2020 12:36:31 pm,9400,0.16,69.4,,,,,,,
05/13/2020 12:36:41 pm,9410,0.1632,69.2,,,,,,,
05/13/2020 12:36:51 pm,9420,0.1572,69.3,,,,,,,
05/13/2020 12:37:01 pm,9430,0.1579,69.4,,,,,,,
05/13/2020 12:37:11 pm,9440,0.1582,69.6,,,,,,,
05/13/2020 12:37:21 pm,9450,0.1579,69.7,,,,,,,
05/13/2020 12:37:31 pm,9460,0.1627,69.5,,,,,,,
05/13/2020 12:37:41 pm,9470,0.1588,69.4,,,,,,,
05/13/2020 12:37:51 pm,9480,0.1596,69.5,,,,,,,
05/13/2020 12:38:01 pm,9490,0.1641,69.5,,,,,,,
05/13/2020 12:38:11 pm,9500,0.1545,69.2,,,,,,,
05/13/2020 12:38:21 pm,9510,0.1563,69.2,,,,,,,
05/13/2020 12:38:31 pm,9520,0.1565,69.2,,,,,,,
05/13/2020 12:38:41 pm,9530,0.157,69.3,,,,,,,
05/13/2020 12:38:51 pm,9540,0.1627,69.5,,,,,,,
05/13/2020 12:39:01 pm,9550,0.1596,69.9,,,,,,,
05/13/2020 12:39:11 pm,9560,0.1581,69.8,,,,,,,
05/13/2020 12:39:21 pm,9570,0.1632,69.7,,,,,,,
05/13/2020 12:39:31 pm,9580,0.1563,69.7,,,,,,,
05/13/2020 12:39:41 pm,9590,0.1582,69.8,,,,,,,
05/13/2020 12:39:51 pm,9600,0.1622,69.9,,,,,,,
05/13/2020 12:40:01 pm,9610,0.1557,69.9,,,,,,,
05/13/2020 12:40:11 pm,9620,0.1551,70.1,,,,,,,
05/13/2020 12:40:21 pm,9630,0.1593,69.8,,,,,,,
05/13/2020 12:40:31 pm,9640,0.1576,69.8,,,,,,,
05/13/2020 12:40:41 pm,9650,0.1563,69.9,,,,,,,
05/13/2020 12:40:51 pm,9660,0.1622,69.8,,,,,,,
05/13/2020 12:41:01 pm,9670,0.1625,69.8,,,,,,,
05/13/2020 12:41:11 pm,9680,0.1581,69.7,,,,,,,
05/13/2020 12:41:21 pm,9690,0.1619,69.7,,,,,,,
05/13/2020 12:41:31 pm,9700,0.1567,70,,,,,,,
05/13/2020 12:41:41 pm,9710,0.1589,69.7,,,,,,,
05/13/2020 12:41:51 pm,9720,0.1558,69.9,,,,,,,
05/13/2020 12:42:01 pm,9730,0.1572,69.9,,,,,,,
05/13/2020 12:42:11 pm,9740,0.1636,69.9,,,,,,,
05/13/2020 12:42:21 pm,9750,0.1579,69.5,,,,,,,
05/13/2020 12:42:31 pm,9760,0.1601,69.4,,,,,,,
05/13/2020 12:42:41 pm,9770,0.1643,69.7,,,,,,,
05/13/2020 12:42:51 pm,9780,0.1586,69.5,,,,,,,
05/13/2020 12:43:01 pm,9790,0.1553,69.9,,,,,,,
05/13/2020 12:43:11 pm,9800,0.1651,69.7,,,,,,,
05/13/2020 12:43:21 pm,9810,0.162,69.8,,,,,,,
05/13/2020 12:43:31 pm,9820,0.1605,69.5,,,,,,,
05/13/2020 12:43:41 pm,9830,0.1598,69.8,,,,,,,
05/13/2020 12:43:51 pm,9840,0.1649,70,,,,,,,
05/13/2020 12:44:01 pm,9850,0.1653,69.8,,,,,,,
05/13/2020 12:44:11 pm,9860,0.161,69.8,,,,,,,
05/13/2020 12:44:21 pm,9870,0.1596,69.7,,,,,,,
05/13/2020 12:44:31 pm,9880,0.1582,69.5,,,,,,,
05/13/2020 12:44:41 pm,9890,0.162,69.7,,,,,,,
05/13/2020 12:44:51 pm,9900,0.1612,69.6,,,,,,,
05/13/2020 12:45:01 pm,9910,0.166,69.3,,,,,,,
05/13/2020 12:45:11 pm,9920,0.1649,69.5,,,,,,,
05/13/2020 12:45:21 pm,9930,0.1615,69.4,,,,,,,
05/13/2020 12:45:31 pm,9940,0.1593,69.3,,,,,,,
05/13/2020 12:45:41 pm,9950,0.1619,69.1,,,,,,,
05/13/2020 12:45:51 pm,9960,0.1598,69.2,,,,,,,
05/13/2020 12:46:01 pm,9970,0.1636,69.5,,,,,,,
05/13/2020 12:46:11 pm,9980,0.1567,69,,,,,,,
05/13/2020 12:46:21 pm,9990,0.1612,68.9,,,,,,,
05/13/2020 12:46:31 pm,10000,0.1608,69.4,,,,,,,
05/13/2020 12:46:41 pm,10010,0.16,69.4,,,,,,,
05/13/2020 12:46:51 pm,10020,0.1591,69,,,,,,,
05/13/2020 12:47:01 pm,10030,0.1662,69.4,,,,,,,
05/13/2020 12:47:11 pm,10040,0.1653,69.2,,,,,,,
05/13/2020 12:47:21 pm,10050,0.1615,69.2,,,,,,,
05/13/2020 12:47:31 pm,10060,0.1613,69.2,,,,,,,
05/13/2020 12:47:41 pm,10070,0.1677,69.2,,,,,,,
05/13/2020 12:47:51 pm,10080,0.1648,69.4,,,,,,,
05/13/2020 12:48:01 pm,10090,0.1619,69,,,,,,,
05/13/2020 12:48:11 pm,10100,0.1584,68.9,,,,,,,
05/13/2020 12:48:21 pm,10110,0.1594,69,,,,,,,
05/13/2020 12:48:31 pm,10120,0.1576,68.9,,,,,,,
05/13/2020 12:48:41 pm,10130,0.1625,69.2,,,,,,,
05/13/2020 12:48:51 pm,10140,0.1606,69.1,,,,,,,
05/13/2020 12:49:01 pm,10150,0.1634,68.9,,,,,,,
05/13/2020 12:49:11 pm,10160,0.1613,69.3,,,,,,,
05/13/2020 12:49:21 pm,10170,0.1593,69.2,,,,,,,
05/13/2020 12:49:31 pm,10180,0.1582,69.2,,,,,,,
05/13/2020 12:49:41 pm,10190,0.1619,69,,,,,,,
05/13/2020 12:49:51 pm,10200,0.1622,69.2,,,,,,,
05/13/2020 12:50:01 pm,10210,0.1605,69.2,,,,,,,
05/13/2020 12:50:11 pm,10220,0.1586,68.9,,,,,,,
05/13/2020 12:50:21 pm,10230,0.161,69.4,,,,,,,
05/13/2020 12:50:31 pm,10240,0.1596,69.3,,,,,,,
05/13/2020 12:50:41 pm,10250,0.1584,69.6,,,,,,,
05/13/2020 12:50:51 pm,10260,0.1579,69.4,,,,,,,
05/13/2020 12:51:01 pm,10270,0.1581,69.3,,,,,,,
05/13/2020 12:51:11 pm,10280,0.162,69.3,,,,,,,
05/13/2020 12:51:21 pm,10290,0.1643,69.1,,,,,,,
05/13/2020 12:51:31 pm,10300,0.1577,69.7,,,,,,,
05/13/2020 12:51:41 pm,10310,0.1593,69.6,,,,,,,
05/13/2020 12:51:51 pm,10320,0.1634,70,,,,,,,
05/13/2020 12:52:01 pm,10330,0.1576,69.5,,,,,,,
05/13/2020 12:52:11 pm,10340,0.1567,69.8,,,,,,,
05/13/2020 12:52:21 pm,10350,0.1579,69.8,,,,,,,
