Date and Time,Time (s),Temperature (C),Position (m),Velocity (m/s),Acceleration (m/s²),Temperature (°C)
05/25/2020 12:20:28 PM,4480,96.5,0,0,1.34E-04,22.1
05/25/2020 12:20:38 PM,4490,96.7,0,0,6.70E-05,22.1
05/25/2020 12:20:48 PM,4500,97.1,0,0,0,22.1
05/25/2020 12:20:58 PM,4510,97.1,0,0,6.36E-05,22.1
05/25/2020 12:21:08 PM,4520,96.8,0,0,1.27E-04,22.1
05/25/2020 12:21:18 PM,4530,97.1,0,0,6.36E-05,22.1
05/25/2020 12:21:28 PM,4540,96.5,0,0,-1.27E-04,22.2
05/25/2020 12:21:38 PM,4550,97.8,0.23,0,-2.55E-04,22.2
05/25/2020 12:21:48 PM,4560,97.8,0,0,-1.27E-04,22.2
05/25/2020 12:21:58 PM,4570,97.8,0,0,6.36E-05,22.2
05/25/2020 12:22:08 PM,4580,96.7,0,0,1.27E-04,22.3
05/25/2020 12:22:18 PM,4590,96.9,0,0,6.36E-05,22.3
05/25/2020 12:22:28 PM,4600,97.6,0,0,0,22.3
05/25/2020 12:22:38 PM,4610,97.9,0,0,0,22.3
05/25/2020 12:22:48 PM,4620,98,0,0,0,22.4
05/25/2020 12:22:58 PM,4630,97.9,0,0,0,22.4
05/25/2020 12:23:08 PM,4640,97.9,0,0,0,22.4
05/25/2020 12:23:18 PM,4650,97.3,0,0,0,22.4
05/25/2020 12:23:28 PM,4660,97.7,0,0,0,22.5
05/25/2020 12:23:38 PM,4670,98,0,0,0,22.5
05/25/2020 12:23:48 PM,4680,97.9,0,0,0,22.5
05/25/2020 12:23:58 PM,4690,97.9,0,0,0,22.5
05/25/2020 12:24:08 PM,4700,97.7,0,0,0,22.6
05/25/2020 12:24:18 PM,4710,97.9,0,0,0,22.6
05/25/2020 12:24:28 PM,4720,97.8,0,0,6.44E-05,22.6
05/25/2020 12:24:38 PM,4730,98,0,0,1.29E-04,22.6
05/25/2020 12:24:48 PM,4740,97.8,0,0,6.44E-05,22.6
05/25/2020 12:24:58 PM,4750,97.8,0,0,-1.29E-04,22.6
05/25/2020 12:25:08 PM,4760,97.8,0.23,0,-2.58E-04,22.7
05/25/2020 12:25:18 PM,4770,98,0,0,-1.29E-04,22.7
05/25/2020 12:25:28 PM,4780,97.8,0,0,6.44E-05,22.7
05/25/2020 12:25:38 PM,4790,96.8,0,0,1.29E-04,22.7
05/25/2020 12:25:48 PM,4800,97.7,0,0,1.32E-04,22.7
05/25/2020 12:25:58 PM,4810,97.8,0,0,2.69E-04,22.7
05/25/2020 12:26:08 PM,4820,97.7,0,0,,22.7
05/25/2020 12:26:18 PM,4830,97.8,0,0.01,,22.7
05/25/2020 12:26:28 PM,4840,97.8,0.24,,,22.7
