Date and Time,Time (s),Temperature (C),Position (m),Velocity (m/s),Acceleration (m/s²),Temperature (°C)
05/25/2020 8:27:06 PM,18390,39.1,0.15,4.78E-06,9.02E-08,22.3
05/25/2020 8:27:36 PM,18420,39.1,0.15,3.82E-06,3.72E-08,22.3
05/25/2020 8:28:06 PM,18450,39,0.15,6.69E-06,-4.78E-08,22.3
05/25/2020 8:28:36 PM,18480,39.1,0.15,1.91E-06,9.02E-08,22.3
05/25/2020 8:29:06 PM,18510,39.1,0.15,-1.91E-06,3.34E-07,22.3
05/25/2020 8:29:36 PM,18540,39.3,0.15,2.87E-05,2.92E-07,22.3
05/25/2020 8:30:06 PM,18570,39.2,0.15,4.01E-05,-2.34E-07,22.3
05/25/2020 8:30:36 PM,18600,39.3,0.16,1.24E-05,-6.74E-07,22.3
05/25/2020 8:31:06 PM,18630,39.2,0.15,-2.77E-05,-3.88E-07,22.3
05/25/2020 8:31:36 PM,18660,39.4,0.15,-2.48E-05,1.91E-07,22.3
05/25/2020 8:32:06 PM,18690,39.3,0.15,7.64E-06,3.08E-07,22.3
05/25/2020 8:32:36 PM,18720,39.4,0.15,1.15E-05,-4.25E-08,22.3
05/25/2020 8:33:06 PM,18750,39.3,0.15,-8.60E-06,-2.71E-07,22.3
05/25/2020 8:33:36 PM,18780,39.4,0.15,-1.62E-05,-8.49E-08,22.3
05/25/2020 8:34:06 PM,18810,39.4,0.15,-1.34E-05,1.91E-07,22.3
05/25/2020 8:34:36 PM,18840,39.4,0.15,9.56E-07,1.91E-07,22.3
05/25/2020 8:35:06 PM,18870,39.4,0.15,8.60E-06,-1.06E-08,22.3
05/25/2020 8:35:36 PM,18900,39.4,0.15,-3.82E-06,-1.54E-07,22.3
05/25/2020 8:36:06 PM,18930,39.4,0.15,-1.05E-05,-8.49E-08,22.3
05/25/2020 8:36:36 PM,18960,39.3,0.15,-7.64E-06,1.11E-07,22.3
05/25/2020 8:37:06 PM,18990,39.2,0.15,-2.87E-06,2.50E-07,22.3
05/25/2020 8:37:36 PM,19020,39.3,0.15,8.60E-06,2.12E-07,22.3
05/25/2020 8:38:06 PM,19050,39.3,0.15,1.82E-05,4.25E-08,22.3
05/25/2020 8:38:36 PM,19080,39.2,0.15,9.56E-06,-1.59E-07,22.3
05/25/2020 8:39:06 PM,19110,39.1,0.15,3.82E-06,-2.23E-07,22.3
05/25/2020 8:39:36 PM,19140,39.1,0.15,-5.73E-06,-1.96E-07,22.3
05/25/2020 8:40:06 PM,19170,39.1,0.15,-6.69E-06,-1.80E-07,22.3
05/25/2020 8:40:36 PM,19200,39.1,0.15,-1.53E-05,-5.31E-09,22.3
05/25/2020 8:41:06 PM,19230,39.1,0.15,-1.91E-05,2.44E-07,22.3
05/25/2020 8:41:36 PM,19260,39.1,0.15,5.73E-06,3.56E-07,22.3
05/25/2020 8:42:06 PM,19290,39.1,0.15,1.62E-05,1.38E-07,22.3
05/25/2020 8:42:36 PM,19320,39.3,0.15,1.34E-05,-2.12E-07,22.3
05/25/2020 8:43:06 PM,19350,39.3,0.15,-1.91E-06,-2.76E-07,22.3
05/25/2020 8:43:36 PM,19380,39.3,0.15,-1.43E-05,-9.56E-08,22.3
05/25/2020 8:44:06 PM,19410,39.3,0.15,-5.73E-06,8.49E-08,22.3
05/25/2020 8:44:36 PM,19440,39.4,0.15,0,6.90E-08,22.3
05/25/2020 8:45:06 PM,19470,39.4,0.15,-9.56E-07,-2.57E-21,22.3
05/25/2020 8:45:36 PM,19500,39.4,0.15,-6.69E-06,4.25E-08,22.3
05/25/2020 8:46:06 PM,19530,39.4,0.15,9.56E-07,9.56E-08,22.3
05/25/2020 8:46:36 PM,19560,39.4,0.15,5.73E-06,5.84E-08,22.3
05/25/2020 8:47:06 PM,19590,39.4,0.15,3.82E-06,-3.19E-08,22.3
05/25/2020 8:47:36 PM,19620,39.4,0.15,9.56E-07,-4.78E-08,22.3
05/25/2020 8:48:06 PM,19650,39.4,0.15,0,-7.96E-08,22.3
05/25/2020 8:48:36 PM,19680,39.4,0.15,9.56E-07,-1.01E-07,22.3
05/25/2020 8:49:06 PM,19710,39.3,0.15,-1.05E-05,-5.31E-09,22.3
05/25/2020 8:49:36 PM,19740,39.3,0.15,-6.69E-06,1.59E-07,22.3
05/25/2020 8:50:06 PM,19770,39.3,0.15,6.69E-06,3.93E-07,22.3
05/25/2020 8:50:36 PM,19800,39.3,0.15,1.24E-05,3.93E-07,22.3
05/25/2020 8:51:06 PM,19830,39.3,0.15,4.11E-05,4.25E-08,22.3
05/25/2020 8:51:36 PM,19860,39.2,0.15,2.96E-05,-5.20E-07,22.3
05/25/2020 8:52:06 PM,19890,39.2,0.16,-2.87E-06,-7.43E-07,22.3
05/25/2020 8:52:36 PM,19920,39.1,0.15,-3.73E-05,-2.44E-07,22.3
05/25/2020 8:53:06 PM,19950,39.1,0.15,-2.58E-05,2.65E-07,22.3
05/25/2020 8:53:36 PM,19980,39,0.15,8.60E-06,2.81E-07,22.3
05/25/2020 8:54:06 PM,20010,39.1,0.15,-9.56E-07,-2.12E-08,22.3
05/25/2020 8:54:36 PM,20040,39,0.15,-1.15E-05,5.31E-09,22.3
05/25/2020 8:55:06 PM,20070,39.1,0.15,-9.56E-06,2.87E-07,22.3
05/25/2020 8:55:36 PM,20100,39.3,0.15,1.82E-05,2.76E-07,22.3
05/25/2020 8:56:06 PM,20130,39.2,0.15,2.10E-05,-6.90E-08,22.3
05/25/2020 8:56:36 PM,20160,39.3,0.15,7.64E-06,-1.65E-07,22.2
05/25/2020 8:57:06 PM,20190,39.3,0.15,-1.15E-05,1.17E-07,22.1
05/25/2020 8:57:36 PM,20220,39.4,0.15,2.10E-05,1.43E-07,22.1
05/25/2020 8:58:06 PM,20250,39.4,0.15,2.87E-05,-3.34E-07,22
05/25/2020 8:58:36 PM,20280,39.4,0.16,-6.69E-06,-7.33E-07,22
05/25/2020 8:59:06 PM,20310,39.4,0.15,-4.40E-05,-2.12E-07,22
05/25/2020 8:59:36 PM,20340,39.4,0.15,-3.82E-05,5.57E-07,22
05/25/2020 9:00:06 PM,20370,39.3,0.15,2.20E-05,6.64E-07,22
05/25/2020 9:00:36 PM,20400,39.3,0.15,2.77E-05,9.56E-08,22
05/25/2020 9:01:06 PM,20430,39.3,0.15,9.56E-06,-3.34E-07,22
05/25/2020 9:01:36 PM,20460,39.3,0.15,-8.60E-06,-2.12E-07,22
05/25/2020 9:02:06 PM,20490,39.3,0.15,-1.91E-06,-7.43E-08,22
05/25/2020 9:02:36 PM,20520,39.2,0.15,9.56E-07,-1.27E-07,22
05/25/2020 9:03:06 PM,20550,39.2,0.15,-1.34E-05,4.25E-08,22.1
05/25/2020 9:03:36 PM,20580,39.1,0.15,-2.01E-05,4.25E-07,22.1
05/25/2020 9:04:06 PM,20610,39.1,0.15,2.68E-05,3.77E-07,22.1
05/25/2020 9:04:36 PM,20640,39.1,0.15,3.73E-05,-2.60E-07,22.1
05/25/2020 9:05:06 PM,20670,39,0.16,-2.87E-06,-7.54E-07,22.1
05/25/2020 9:05:36 PM,20700,39,0.15,-3.73E-05,-3.13E-07,22.1
05/25/2020 9:06:06 PM,20730,39,0.15,-3.44E-05,3.45E-07,22.1
05/25/2020 9:06:36 PM,20760,39,0.15,1.24E-05,4.30E-07,22.1
05/25/2020 9:07:06 PM,20790,39.2,0.15,9.56E-06,2.39E-07,22.1
05/25/2020 9:07:36 PM,20820,39.2,0.15,-3.82E-06,2.60E-07,22.1
05/25/2020 9:08:06 PM,20850,39.2,0.15,2.48E-05,3.24E-07,22.1
05/25/2020 9:08:36 PM,20880,39.2,0.15,4.40E-05,-1.75E-07,22.2
05/25/2020 9:09:06 PM,20910,39.3,0.16,2.01E-05,-8.33E-07,22.2
05/25/2020 9:09:36 PM,20940,39.4,0.15,-3.06E-05,-7.33E-07,22.2
05/25/2020 9:10:06 PM,20970,39.3,0.15,-5.06E-05,1.22E-07,22.2
05/25/2020 9:10:36 PM,21000,39.4,0.15,-1.72E-05,7.91E-07,22.2
05/25/2020 9:11:06 PM,21030,39.3,0.15,2.87E-05,6.32E-07,22.2
05/25/2020 9:11:36 PM,21060,39.4,0.15,3.25E-05,-1.01E-07,22.2
05/25/2020 9:12:06 PM,21090,39.4,0.16,1.34E-05,-6.05E-07,22.2
05/25/2020 9:12:36 PM,21120,39.4,0.15,-2.01E-05,-4.46E-07,22.2
05/25/2020 9:13:06 PM,21150,39.3,0.15,-2.77E-05,-4.78E-08,22.2
05/25/2020 9:13:36 PM,21180,39.3,0.15,-6.69E-06,2.65E-07,22.2
05/25/2020 9:14:06 PM,21210,39.3,0.15,-8.60E-06,2.92E-07,22.2
05/25/2020 9:14:36 PM,21240,39.3,0.15,8.60E-06,1.38E-07,22.2
05/25/2020 9:15:06 PM,21270,39.3,0.15,9.56E-06,2.56E-21,22.2
05/25/2020 9:15:36 PM,21300,39.3,0.15,0,9.02E-08,22.2
05/25/2020 9:16:06 PM,21330,39.2,0.15,4.63E-19,3.40E-07,22.2
05/25/2020 9:16:36 PM,21360,39.2,0.15,3.44E-05,1.65E-07,22.2
05/25/2020 9:17:06 PM,21390,39.2,0.15,3.63E-05,-4.88E-07,22.2
05/25/2020 9:17:36 PM,21420,39.1,0.16,-6.69E-06,-8.60E-07,22.2
05/25/2020 9:18:06 PM,21450,39.1,0.15,-4.68E-05,-2.23E-07,22.2
05/25/2020 9:18:36 PM,21480,39,0.15,-3.73E-05,5.95E-07,22.2
05/25/2020 9:19:06 PM,21510,39.2,0.15,2.68E-05,6.90E-07,22.2
05/25/2020 9:19:36 PM,21540,39.1,0.15,2.68E-05,6.37E-08,22.2
05/25/2020 9:20:06 PM,21570,39.3,0.16,1.34E-05,-4.83E-07,22.3
05/25/2020 9:20:36 PM,21600,39.2,0.15,-1.24E-05,-4.09E-07,22.2
05/25/2020 9:21:06 PM,21630,39.3,0.15,-2.10E-05,-1.86E-07,22.2
05/25/2020 9:21:36 PM,21660,39.6,0.15,-1.24E-05,1.59E-08,22.1
05/25/2020 9:22:06 PM,21690,39.5,0.15,-2.01E-05,9.56E-08,22.1
05/25/2020 9:22:36 PM,21720,39.5,0.15,-1.05E-05,2.12E-07,22
05/25/2020 9:23:06 PM,21750,39.5,0.15,-5.73E-06,3.45E-07,22
05/25/2020 9:23:36 PM,21780,39.5,0.15,1.15E-05,2.92E-07,22
05/25/2020 9:24:06 PM,21810,39.5,0.15,2.01E-05,5.31E-08,22
05/25/2020 9:24:36 PM,21840,39.6,0.15,1.62E-05,-2.28E-07,22
05/25/2020 9:25:06 PM,21870,39.6,0.15,-9.56E-07,-2.28E-07,22
05/25/2020 9:25:36 PM,21900,39.6,0.15,-8.60E-06,1.27E-07,22
05/25/2020 9:26:06 PM,21930,39.6,0.15,3.82E-06,4.19E-07,22
05/25/2020 9:26:36 PM,21960,39.6,0.15,3.44E-05,1.86E-07,22
05/25/2020 9:27:06 PM,21990,39.6,0.15,3.15E-05,-4.35E-07,22.1
05/25/2020 9:27:36 PM,22020,39.6,0.16,-2.87E-06,-6.90E-07,22.1
05/25/2020 9:28:06 PM,22050,39.5,0.15,-3.73E-05,-2.55E-07,22.1
05/25/2020 9:28:36 PM,22080,39.5,0.15,-2.10E-05,2.60E-07,22.1
05/25/2020 9:29:06 PM,22110,39.5,0.15,3.82E-06,3.08E-07,22.1
05/25/2020 9:29:36 PM,22140,39.5,0.15,2.87E-06,0,22.1
05/25/2020 9:30:06 PM,22170,39.4,0.15,-5.73E-06,-1.33E-07,22.1
05/25/2020 9:30:36 PM,22200,39.5,0.15,-1.15E-05,1.11E-07,22.1
05/25/2020 9:31:06 PM,22230,39.3,0.15,-5.73E-06,3.98E-07,22.1
05/25/2020 9:31:36 PM,22260,39.3,0.15,2.29E-05,2.76E-07,22.1
05/25/2020 9:32:06 PM,22290,39.3,0.15,3.15E-05,-2.76E-07,22.1
05/25/2020 9:32:36 PM,22320,39.3,0.16,9.56E-07,-7.06E-07,22.1
05/25/2020 9:33:06 PM,22350,39.2,0.15,-3.34E-05,-4.25E-07,22.1
05/25/2020 9:33:36 PM,22380,39.2,0.15,-3.92E-05,2.39E-07,22.2
05/25/2020 9:34:06 PM,22410,39.3,0.15,-4.78E-06,5.63E-07,22.2
05/25/2020 9:34:36 PM,22440,39.4,0.15,1.53E-05,3.56E-07,22.2
05/25/2020 9:35:06 PM,22470,39.4,0.15,1.34E-05,-4.78E-08,22.2
05/25/2020 9:35:36 PM,22500,39.5,0.15,6.69E-06,-2.23E-07,22.2
05/25/2020 9:36:06 PM,22530,39.5,0.15,-4.78E-06,-1.06E-08,22.2
05/25/2020 9:36:36 PM,22560,39.6,0.15,-6.69E-06,2.39E-07,22.2
05/25/2020 9:37:06 PM,22590,39.6,0.15,2.48E-05,1.96E-07,22.2
05/25/2020 9:37:36 PM,22620,39.6,0.15,2.01E-05,-2.07E-07,22.2
05/25/2020 9:38:06 PM,22650,39.6,0.16,3.82E-06,-5.26E-07,22.2
05/25/2020 9:38:36 PM,22680,39.6,0.15,-2.29E-05,-3.24E-07,22.2
05/25/2020 9:39:06 PM,22710,39.6,0.15,-2.68E-05,3.72E-08,22.2
05/25/2020 9:39:36 PM,22740,39.6,0.15,-7.64E-06,2.28E-07,22.2
05/25/2020 9:40:06 PM,22770,39.6,0.15,-4.78E-06,1.70E-07,22.2
05/25/2020 9:40:36 PM,22800,39.5,0.15,-3.82E-06,4.78E-08,22.2
05/25/2020 9:41:06 PM,22830,39.5,0.15,0,6.90E-08,22.2
05/25/2020 9:41:36 PM,22860,39.6,0.15,-3.82E-06,1.27E-07,22.2
05/25/2020 9:42:06 PM,22890,39.5,0.15,7.64E-06,9.02E-08,22.2
05/25/2020 9:42:36 PM,22920,39.4,0.15,1.15E-05,-5.31E-09,22.2
05/25/2020 9:43:06 PM,22950,39.4,0.15,9.56E-07,-1.11E-07,22.2
05/25/2020 9:43:36 PM,22980,39.4,0.15,1.91E-06,-6.90E-08,22.2
05/25/2020 9:44:06 PM,23010,39.3,0.15,-2.87E-06,-3.19E-08,22.2
05/25/2020 9:44:36 PM,23040,39.2,0.15,2.87E-06,-3.19E-08,22.2
05/25/2020 9:45:06 PM,23070,39.2,0.15,-5.73E-06,7.96E-08,22.2
05/25/2020 9:45:36 PM,23100,39.1,0.15,-9.56E-07,1.43E-07,22.2
05/25/2020 9:46:06 PM,23130,39.2,0.15,1.53E-05,4.78E-08,22.1
05/25/2020 9:46:36 PM,23160,39.2,0.15,7.64E-06,-2.02E-07,22.1
05/25/2020 9:47:06 PM,23190,39.3,0.15,-5.73E-06,-6.37E-08,22
05/25/2020 9:47:36 PM,23220,39.3,0.15,-1.62E-05,3.82E-07,22
05/25/2020 9:48:06 PM,23250,39.5,0.15,2.77E-05,4.25E-07,22
05/25/2020 9:48:36 PM,23280,39.5,0.15,4.30E-05,2.12E-08,22
05/25/2020 9:49:06 PM,23310,39.5,0.16,1.15E-05,-3.82E-07,22
05/25/2020 9:49:36 PM,23340,39.5,0.15,3.82E-06,-3.56E-07,22
05/25/2020 9:50:06 PM,23370,39.5,0.15,-1.91E-06,-3.34E-07,22.1
05/25/2020 9:50:36 PM,23400,39.6,0.16,-7.64E-06,-3.98E-07,22.1
05/25/2020 9:51:06 PM,23430,39.5,0.15,-3.73E-05,-1.38E-07,22.1
05/25/2020 9:51:36 PM,23460,39.6,0.15,-3.25E-05,2.34E-07,22.1
05/25/2020 9:52:06 PM,23490,39.5,0.15,-1.91E-06,3.61E-07,22.1
05/25/2020 9:52:36 PM,23520,39.6,0.15,-9.56E-07,1.86E-07,22.1
05/25/2020 9:53:06 PM,23550,39.5,0.15,-3.82E-06,1.06E-07,22.1
05/25/2020 9:53:36 PM,23580,39.5,0.15,2.87E-06,1.70E-07,22.1
05/25/2020 9:54:06 PM,23610,39.5,0.15,1.34E-05,6.90E-08,22.1
05/25/2020 9:54:36 PM,23640,39.5,0.15,1.24E-05,-1.11E-07,22.1
05/25/2020 9:55:06 PM,23670,39.5,0.15,-9.56E-07,-1.49E-07,22.1
05/25/2020 9:55:36 PM,23700,39.5,0.15,-2.87E-06,-2.65E-08,22.1
05/25/2020 9:56:06 PM,23730,39.5,0.15,1.91E-06,-2.12E-08,22.1
05/25/2020 9:56:36 PM,23760,39.3,0.15,4.78E-06,-1.96E-07,22.1
05/25/2020 9:57:06 PM,23790,39.3,0.15,-1.24E-05,-2.07E-07,22.1
05/25/2020 9:57:36 PM,23820,39.3,0.15,-2.39E-05,3.72E-08,22.1
05/25/2020 9:58:06 PM,23850,39.2,0.15,-6.69E-06,2.81E-07,22.1
05/25/2020 9:58:36 PM,23880,39.1,0.15,5.73E-06,1.96E-07,22.1
05/25/2020 9:59:06 PM,23910,39.2,0.15,8.60E-06,-1.59E-08,22.1
05/25/2020 9:59:36 PM,23940,39.3,0.15,-3.82E-06,-5.31E-08,22.1
05/25/2020 10:00:06 PM,23970,39.3,0.15,0,1.06E-08,22.1
05/25/2020 10:00:36 PM,24000,39.4,0.15,4.78E-06,-1.06E-08,22.1
05/25/2020 10:01:06 PM,24030,39.5,0.15,1.91E-06,-7.96E-08,22.1
05/25/2020 10:01:36 PM,24060,39.4,0.15,-7.64E-06,2.12E-08,22.2
05/25/2020 10:02:06 PM,24090,39.5,0.15,-1.91E-06,1.54E-07,22.2
05/25/2020 10:02:36 PM,24120,39.5,0.15,1.24E-05,1.22E-07,22.2
05/25/2020 10:03:06 PM,24150,39.5,0.15,9.56E-06,-5.84E-08,22.2
05/25/2020 10:03:36 PM,24180,39.5,0.15,2.87E-06,-1.11E-07,22.2
05/25/2020 10:04:06 PM,24210,39.5,0.15,-2.87E-06,-2.12E-08,22.2
05/25/2020 10:04:36 PM,24240,39.5,0.15,4.78E-06,5.31E-09,22.2
05/25/2020 10:05:06 PM,24270,39.5,0.15,3.82E-06,-9.56E-08,22.2
05/25/2020 10:05:36 PM,24300,39.6,0.15,-2.87E-06,-1.96E-07,22.2
05/25/2020 10:06:06 PM,24330,39.5,0.15,-1.24E-05,-1.27E-07,22.2
05/25/2020 10:06:36 PM,24360,39.5,0.15,-1.43E-05,6.37E-08,22.2
05/25/2020 10:07:06 PM,24390,39.5,0.15,-7.64E-06,2.44E-07,22.2
05/25/2020 10:07:36 PM,24420,39.5,0.15,3.82E-06,2.71E-07,22.2
05/25/2020 10:08:06 PM,24450,39.4,0.15,1.34E-05,1.22E-07,22.2
05/25/2020 10:08:36 PM,24480,39.4,0.15,1.34E-05,-7.96E-08,22.2
05/25/2020 10:09:06 PM,24510,39.4,0.15,4.78E-06,-1.70E-07,22.2
05/25/2020 10:09:36 PM,24540,39.3,0.15,-1.91E-06,6.37E-08,22.2
05/25/2020 10:10:06 PM,24570,39.2,0.15,-1.91E-06,3.08E-07,22.2
05/25/2020 10:10:36 PM,24600,39.1,0.15,3.15E-05,1.43E-07,22.2
05/25/2020 10:11:06 PM,24630,39.2,0.15,2.68E-05,-3.45E-07,22.2
05/25/2020 10:11:36 PM,24660,39.1,0.16,-4.78E-06,-5.52E-07,22.2
05/25/2020 10:12:06 PM,24690,39.1,0.15,-2.77E-05,-1.43E-07,22.2
05/25/2020 10:12:36 PM,24720,39.2,0.15,-1.34E-05,1.91E-07,22.1
05/25/2020 10:13:06 PM,24750,39.3,0.15,9.56E-06,1.06E-07,22
05/25/2020 10:13:36 PM,24780,39.3,0.15,-7.64E-06,-1.22E-07,22
05/25/2020 10:14:06 PM,24810,39.3,0.15,-1.43E-05,-7.43E-08,21.9
05/25/2020 10:14:36 PM,24840,39.4,0.15,-1.15E-05,1.33E-07,21.9
05/25/2020 10:15:06 PM,24870,39.4,0.15,0,1.96E-07,21.9
05/25/2020 10:15:36 PM,24900,39.5,0.15,1.91E-06,1.06E-07,22
05/25/2020 10:16:06 PM,24930,39.4,0.15,7.64E-06,-7.96E-08,22
05/25/2020 10:16:36 PM,24960,39.5,0.15,0,-1.38E-07,22
05/25/2020 10:17:06 PM,24990,39.5,0.15,-1.24E-05,-2.65E-08,22
05/25/2020 10:17:36 PM,25020,39.5,0.15,-2.87E-06,1.75E-07,22
05/25/2020 10:18:06 PM,25050,39.5,0.15,5.73E-06,1.70E-07,22
05/25/2020 10:18:36 PM,25080,39.5,0.15,1.34E-05,-3.19E-08,22
05/25/2020 10:19:06 PM,25110,39.5,0.15,1.91E-06,-1.11E-07,22
05/25/2020 10:19:36 PM,25140,39.4,0.15,-4.78E-06,5.31E-09,22
05/25/2020 10:20:06 PM,25170,39.4,0.15,3.82E-06,1.75E-07,22.1
05/25/2020 10:20:36 PM,25200,39.3,0.15,1.24E-05,5.84E-08,22.1
05/25/2020 10:21:06 PM,25230,39.4,0.15,1.62E-05,-2.34E-07,22.1
05/25/2020 10:21:36 PM,25260,39.3,0.15,-6.69E-06,-3.40E-07,22.1
05/25/2020 10:22:06 PM,25290,39.2,0.15,-1.91E-05,-6.37E-08,22.1
05/25/2020 10:22:36 PM,25320,39.2,0.15,-1.34E-05,2.87E-07,22.1
05/25/2020 10:23:06 PM,25350,39.2,0.15,1.15E-05,3.13E-07,22.1
05/25/2020 10:23:36 PM,25380,39.1,0.15,1.43E-05,8.49E-08,22.1
05/25/2020 10:24:06 PM,25410,39,0.15,9.56E-06,-1.49E-07,22.1
05/25/2020 10:24:36 PM,25440,39,0.15,3.82E-06,-2.50E-07,22.1
05/25/2020 10:25:06 PM,25470,39.1,0.15,-4.78E-06,-2.23E-07,22.1
05/25/2020 10:25:36 PM,25500,39.3,0.15,-1.62E-05,-1.59E-08,22.1
05/25/2020 10:26:06 PM,25530,39.3,0.15,-1.05E-05,2.65E-07,22.1
05/25/2020 10:26:36 PM,25560,39.3,0.15,6.69E-06,3.08E-07,22.1
05/25/2020 10:27:06 PM,25590,39.3,0.15,2.01E-05,5.84E-08,22.1
05/25/2020 10:27:36 PM,25620,39.4,0.15,8.60E-06,1.06E-08,22.1
05/25/2020 10:28:06 PM,25650,39.4,0.15,-1.91E-06,1.38E-07,22.1
05/25/2020 10:28:36 PM,25680,39.5,0.15,3.06E-05,9.56E-08,22.1
05/25/2020 10:29:06 PM,25710,39.5,0.15,2.29E-05,-3.61E-07,22.1
05/25/2020 10:29:36 PM,25740,39.5,0.16,9.56E-07,-6.69E-07,22.1
05/25/2020 10:30:06 PM,25770,39.5,0.15,-3.73E-05,-3.19E-07,22.1
05/25/2020 10:30:36 PM,25800,39.5,0.15,-2.96E-05,1.33E-07,22.1
05/25/2020 10:31:06 PM,25830,39.4,0.15,-3.82E-06,3.08E-07,22.1
05/25/2020 10:31:36 PM,25860,39.5,0.15,-8.60E-06,1.70E-07,22.1
05/25/2020 10:32:06 PM,25890,39.4,0.15,-2.87E-06,7.96E-08,22.1
05/25/2020 10:32:36 PM,25920,39.4,0.15,0,2.28E-07,22.1
05/25/2020 10:33:06 PM,25950,39.4,0.15,1.91E-06,3.19E-07,22.1
05/25/2020 10:33:36 PM,25980,39.4,0.15,2.77E-05,1.96E-07,22.1
05/25/2020 10:34:06 PM,26010,39.4,0.15,2.68E-05,-4.25E-08,22.1
05/25/2020 10:34:36 PM,26040,39.3,0.16,1.05E-05,-2.39E-07,22.2
05/25/2020 10:35:06 PM,26070,39.3,0.15,1.15E-05,-2.55E-07,22.2
05/25/2020 10:35:36 PM,26100,39.1,0.15,0,-3.88E-07,22.1
05/25/2020 10:36:06 PM,26130,39.2,0.16,-8.60E-06,-4.41E-07,22.1
05/25/2020 10:36:36 PM,26160,39.2,0.15,-3.92E-05,-3.19E-08,22.1
05/25/2020 10:37:06 PM,26190,39.1,0.15,-2.87E-05,6.16E-07,22.1
05/25/2020 10:37:36 PM,26220,39.1,0.15,1.43E-05,8.81E-07,22
05/25/2020 10:38:06 PM,26250,39.2,0.15,4.87E-05,2.81E-07,22
05/25/2020 10:38:36 PM,26280,39.3,0.15,4.20E-05,-6.74E-07,22
05/25/2020 10:39:06 PM,26310,39.3,0.16,-5.73E-06,-9.82E-07,22
05/25/2020 10:39:36 PM,26340,39.3,0.15,-5.26E-05,-3.66E-07,22
05/25/2020 10:40:06 PM,26370,39.5,0.15,-3.34E-05,5.47E-07,22.1
05/25/2020 10:40:36 PM,26400,39.5,0.15,3.82E-06,8.12E-07,22.1
05/25/2020 10:41:06 PM,26430,39.5,0.15,3.63E-05,2.87E-07,22.1
05/25/2020 10:41:36 PM,26460,39.5,0.15,2.39E-05,-3.24E-07,22.1
05/25/2020 10:42:06 PM,26490,39.5,0.16,-1.91E-06,-5.47E-07,22.1
05/25/2020 10:42:36 PM,26520,39.5,0.15,-1.62E-05,-2.60E-07,22.1
05/25/2020 10:43:06 PM,26550,39.5,0.15,-2.20E-05,4.78E-08,22.1
05/25/2020 10:43:36 PM,26580,39.5,0.15,-2.87E-06,1.65E-07,22.1
05/25/2020 10:44:06 PM,26610,39.5,0.15,-6.69E-06,1.54E-07,22.1
05/25/2020 10:44:36 PM,26640,39.5,0.15,-1.91E-06,2.87E-07,22.1
05/25/2020 10:45:06 PM,26670,39.4,0.15,4.78E-06,3.98E-07,22.1
05/25/2020 10:45:36 PM,26700,39.4,0.15,3.73E-05,1.22E-07,22.1
05/25/2020 10:46:06 PM,26730,39.4,0.15,2.58E-05,-4.41E-07,22.1
05/25/2020 10:46:36 PM,26760,39.4,0.16,-9.56E-07,-7.64E-07,22.1
05/25/2020 10:47:06 PM,26790,39.4,0.15,-3.63E-05,-3.45E-07,22.1
05/25/2020 10:47:36 PM,26820,39.3,0.15,-3.82E-05,2.12E-07,22.1
05/25/2020 10:48:06 PM,26850,39.2,0.15,9.56E-07,4.14E-07,22.1
05/25/2020 10:48:36 PM,26880,39.2,0.15,0,1.54E-07,22.1
05/25/2020 10:49:06 PM,26910,39.2,0.15,0,-1.22E-07,22.1
05/25/2020 10:49:36 PM,26940,39.2,0.15,-9.56E-06,-6.90E-08,22.1
05/25/2020 10:50:06 PM,26970,39.2,0.15,-1.15E-05,5.31E-09,22.1
05/25/2020 10:50:36 PM,27000,39.2,0.15,-9.56E-07,5.31E-08,22.1
05/25/2020 10:51:06 PM,27030,39.2,0.15,-7.64E-06,7.96E-08,22.1
05/25/2020 10:51:36 PM,27060,39.2,0.15,-3.82E-06,1.01E-07,22.1
05/25/2020 10:52:06 PM,27090,39.3,0.15,5.73E-06,1.11E-07,22.1
05/25/2020 10:52:36 PM,27120,39.3,0.15,3.82E-06,9.56E-08,22.1
05/25/2020 10:53:06 PM,27150,39.4,0.15,4.78E-06,1.22E-07,22.1
05/25/2020 10:53:36 PM,27180,39.4,0.15,1.43E-05,4.25E-08,22.1
05/25/2020 10:54:06 PM,27210,39.5,0.15,1.72E-05,-2.34E-07,22.1
05/25/2020 10:54:36 PM,27240,39.5,0.15,-9.56E-07,-3.88E-07,22.1
05/25/2020 10:55:06 PM,27270,39.4,0.15,-2.20E-05,-1.11E-07,22.1
05/25/2020 10:55:36 PM,27300,39.4,0.15,-1.62E-05,4.57E-07,22.1
05/25/2020 10:56:06 PM,27330,39.5,0.15,1.24E-05,6.64E-07,22.1
05/25/2020 10:56:36 PM,27360,39.4,0.15,4.68E-05,1.54E-07,22.1
05/25/2020 10:57:06 PM,27390,39.4,0.15,3.44E-05,-6.21E-07,22.1
05/25/2020 10:57:36 PM,27420,39.4,0.16,-1.05E-05,-8.81E-07,22.1
05/25/2020 10:58:06 PM,27450,39.4,0.15,-4.20E-05,-3.40E-07,22.1
05/25/2020 10:58:36 PM,27480,39.3,0.15,-3.54E-05,3.72E-07,22.2
05/25/2020 10:59:06 PM,27510,39.3,0.15,-1.91E-06,6.26E-07,22.2
05/25/2020 10:59:36 PM,27540,39.3,0.15,1.62E-05,4.09E-07,22.1
05/25/2020 11:00:06 PM,27570,39.3,0.15,1.91E-05,-1.59E-08,22.1
