Date and Time,Time (s),Temperature (C),Position (m),Velocity (m/s),Acceleration (m/s²),Temperature (°C)
05/25/2020 4:44:36 PM,5040,38.9,0.15,-4.11E-05,-3.77E-07,22
05/25/2020 4:45:06 PM,5070,38.9,0.15,-3.25E-05,2.02E-07,22.1
05/25/2020 4:45:36 PM,5100,38.9,0.15,-9.56E-07,3.29E-07,22.1
05/25/2020 4:46:06 PM,5130,38.9,0.15,-6.69E-06,1.38E-07,22.2
05/25/2020 4:46:36 PM,5160,38.8,0.15,-7.64E-06,1.27E-07,22.2
05/25/2020 4:47:06 PM,5190,38.9,0.15,-9.56E-07,2.39E-07,22.3
05/25/2020 4:47:36 PM,5220,38.9,0.15,1.62E-05,1.17E-07,22.3
05/25/2020 4:48:06 PM,5250,38.9,0.15,1.24E-05,-7.96E-08,22.3
05/25/2020 4:48:36 PM,5280,38.9,0.15,0,-1.49E-07,22.3
05/25/2020 4:49:06 PM,5310,38.8,0.15,9.56E-07,-7.43E-08,22.4
05/25/2020 4:49:36 PM,5340,38.9,0.15,9.56E-07,-9.56E-08,22.4
05/25/2020 4:50:06 PM,5370,38.7,0.15,-1.91E-06,-1.54E-07,22.3
05/25/2020 4:50:36 PM,5400,38.8,0.15,-1.43E-05,-5.84E-08,22.3
05/25/2020 4:51:06 PM,5430,38.7,0.15,-1.15E-05,1.27E-07,22.4
05/25/2020 4:51:36 PM,5460,38.7,0.15,0,1.96E-07,22.4
05/25/2020 4:52:06 PM,5490,38.7,0.15,6.69E-06,5.31E-08,22.4
05/25/2020 4:52:36 PM,5520,38.7,0.15,2.87E-06,-1.11E-07,22.4
05/25/2020 4:53:06 PM,5550,38.7,0.15,-4.78E-06,-1.22E-07,22.5
05/25/2020 4:53:36 PM,5580,38.8,0.15,-8.60E-06,1.59E-08,22.5
05/25/2020 4:54:06 PM,5610,38.8,0.15,-3.82E-06,1.17E-07,22.5
05/25/2020 4:54:36 PM,5640,38.8,0.15,4.78E-06,7.96E-08,22.5
05/25/2020 4:55:06 PM,5670,39,0.15,2.87E-06,-2.12E-08,22.5
05/25/2020 4:55:36 PM,5700,39,0.15,-9.56E-07,1.59E-08,22.5
05/25/2020 4:56:06 PM,5730,39,0.15,-1.91E-06,1.43E-07,22.5
05/25/2020 4:56:36 PM,5760,39,0.15,1.24E-05,3.03E-07,22.5
05/25/2020 4:57:06 PM,5790,39,0.15,1.53E-05,3.08E-07,22.5
05/25/2020 4:57:36 PM,5820,39,0.15,3.63E-05,3.72E-08,22.5
05/25/2020 4:58:06 PM,5850,39,0.15,2.96E-05,-3.98E-07,22.5
05/25/2020 4:58:36 PM,5880,39.1,0.15,4.78E-06,-7.49E-07,22.5
05/25/2020 4:59:06 PM,5910,39.1,0.15,-2.48E-05,-5.36E-07,22.6
05/25/2020 4:59:36 PM,5940,39,0.15,-4.40E-05,-3.19E-08,22.6
05/25/2020 5:00:06 PM,5970,39.1,0.15,-1.82E-05,3.66E-07,22.6
05/25/2020 5:00:36 PM,6000,39.1,0.15,-7.64E-06,3.93E-07,22.6
05/25/2020 5:01:06 PM,6030,39,0.15,4.78E-06,1.65E-07,22.6
05/25/2020 5:01:36 PM,6060,39,0.15,3.82E-06,1.59E-08,22.6
05/25/2020 5:02:06 PM,6090,38.9,0.15,0,-3.72E-08,22.6
05/25/2020 5:02:36 PM,6120,39,0.15,0,6.90E-08,22.6
05/25/2020 5:03:06 PM,6150,39,0.15,1.91E-06,1.38E-07,22.6
05/25/2020 5:03:36 PM,6180,38.9,0.15,1.43E-05,2.58E-21,22.6
05/25/2020 5:04:06 PM,6210,38.9,0.15,1.05E-05,-2.50E-07,22.6
05/25/2020 5:04:36 PM,6240,38.8,0.15,-8.60E-06,-2.60E-07,22.6
05/25/2020 5:05:06 PM,6270,38.7,0.15,-2.01E-05,6.90E-08,22.6
05/25/2020 5:05:36 PM,6300,38.7,0.15,-1.91E-06,2.87E-07,22.6
05/25/2020 5:06:06 PM,6330,38.9,0.15,1.62E-05,1.17E-07,22.6
05/25/2020 5:06:36 PM,6360,39,0.15,6.69E-06,-1.80E-07,22.6
05/25/2020 5:07:06 PM,6390,39,0.15,-7.64E-06,-2.02E-07,22.6
05/25/2020 5:07:36 PM,6420,39,0.15,-1.05E-05,4.78E-08,22.7
05/25/2020 5:08:06 PM,6450,39.1,0.15,-2.87E-06,2.28E-07,22.7
05/25/2020 5:08:36 PM,6480,39.1,0.15,1.05E-05,1.65E-07,22.7
05/25/2020 5:09:06 PM,6510,39.1,0.15,1.24E-05,-6.90E-08,22.6
05/25/2020 5:09:36 PM,6540,39.2,0.15,3.82E-06,-2.39E-07,22.6
05/25/2020 5:10:06 PM,6570,39.2,0.15,-8.60E-06,-1.65E-07,22.6
05/25/2020 5:10:36 PM,6600,39.2,0.15,-1.15E-05,1.06E-08,22.6
05/25/2020 5:11:06 PM,6630,39.2,0.15,-1.91E-06,1.27E-07,22.6
05/25/2020 5:11:36 PM,6660,39.2,0.15,-9.56E-07,1.27E-07,22.7
05/25/2020 5:12:06 PM,6690,39.2,0.15,3.82E-06,2.44E-07,22.7
05/25/2020 5:12:36 PM,6720,39.1,0.15,5.73E-06,4.03E-07,22.7
05/25/2020 5:13:06 PM,6750,39.2,0.15,3.54E-05,1.75E-07,22.7
05/25/2020 5:13:36 PM,6780,39.2,0.15,4.01E-05,-4.25E-07,22.7
05/25/2020 5:14:06 PM,6810,39.2,0.15,9.56E-07,-8.33E-07,22.7
05/25/2020 5:14:36 PM,6840,39.2,0.15,-3.63E-05,-4.83E-07,22.7
05/25/2020 5:15:06 PM,6870,39.1,0.15,-3.82E-05,1.38E-07,22.7
05/25/2020 5:15:36 PM,6900,39.1,0.15,-7.64E-06,3.82E-07,22.7
05/25/2020 5:16:06 PM,6930,39.1,0.15,-2.87E-06,2.34E-07,22.7
05/25/2020 5:16:36 PM,6960,39,0.15,-2.87E-06,2.12E-08,22.7
05/25/2020 5:17:06 PM,6990,39,0.15,-9.56E-07,-5.31E-08,22.7
05/25/2020 5:17:36 PM,7020,39,0.15,-5.73E-06,-4.25E-08,22.7
05/25/2020 5:18:06 PM,7050,38.9,0.15,-9.56E-06,1.06E-07,22.7
05/25/2020 5:18:36 PM,7080,39,0.15,-1.91E-06,2.18E-07,22.7
05/25/2020 5:19:06 PM,7110,39,0.15,1.43E-05,1.01E-07,22.7
05/25/2020 5:19:36 PM,7140,39.1,0.15,9.56E-06,-1.22E-07,22.7
05/25/2020 5:20:06 PM,7170,39.1,0.15,-2.87E-06,-1.65E-07,22.7
05/25/2020 5:20:36 PM,7200,39.1,0.15,-6.69E-06,2.12E-08,22.8
05/25/2020 5:21:06 PM,7230,39.3,0.15,9.56E-07,1.49E-07,22.8
05/25/2020 5:21:36 PM,7260,39.2,0.15,9.56E-06,1.01E-07,22.8
05/25/2020 5:22:06 PM,7290,39.3,0.15,7.64E-06,-1.59E-08,22.8
05/25/2020 5:22:36 PM,7320,39.3,0.15,4.78E-06,-1.06E-08,22.8
05/25/2020 5:23:06 PM,7350,39.3,0.15,2.87E-06,6.37E-08,22.8
05/25/2020 5:23:36 PM,7380,39.3,0.15,1.24E-05,4.78E-08,22.7
05/25/2020 5:24:06 PM,7410,39.3,0.15,1.15E-05,-1.17E-07,22.4
05/25/2020 5:24:36 PM,7440,39.3,0.15,4.78E-06,-2.65E-07,22.1
05/25/2020 5:25:06 PM,7470,39.2,0.15,-1.05E-05,-1.59E-07,21.8
05/25/2020 5:25:36 PM,7500,39.2,0.15,-1.34E-05,1.22E-07,21.5
05/25/2020 5:26:06 PM,7530,39.1,0.15,9.56E-07,3.24E-07,21.3
05/25/2020 5:26:36 PM,7560,39.1,0.15,1.53E-05,2.60E-07,21.2
05/25/2020 5:27:06 PM,7590,39.1,0.15,1.91E-05,2.12E-08,21
05/25/2020 5:27:36 PM,7620,39.1,0.15,1.53E-05,-2.12E-07,20.9
05/25/2020 5:28:06 PM,7650,39.1,0.15,4.78E-06,-2.76E-07,20.9
05/25/2020 5:28:36 PM,7680,39,0.15,-8.60E-06,-2.07E-07,20.8
05/25/2020 5:29:06 PM,7710,38.9,0.15,-6.69E-06,-1.59E-08,20.7
05/25/2020 5:29:36 PM,7740,38.9,0.15,-1.05E-05,1.11E-07,20.7
05/25/2020 5:30:06 PM,7770,38.8,0.15,3.82E-06,4.78E-08,20.7
05/25/2020 5:30:36 PM,7800,38.9,0.15,9.56E-07,-1.01E-07,20.8
05/25/2020 5:31:06 PM,7830,39,0.15,-9.56E-06,-1.70E-07,20.9
05/25/2020 5:31:36 PM,7860,39,0.15,-1.53E-05,-2.82E-23,21
05/25/2020 5:32:06 PM,7890,39.1,0.15,-1.05E-05,1.65E-07,21
05/25/2020 5:32:36 PM,7920,39.1,0.15,1.91E-06,1.49E-07,21.1
05/25/2020 5:33:06 PM,7950,39.1,0.15,2.87E-06,-1.59E-08,21.1
05/25/2020 5:33:36 PM,7980,39.1,0.15,-1.91E-06,-1.17E-07,21.2
05/25/2020 5:34:06 PM,8010,39.2,0.15,-9.56E-06,-5.31E-09,21.3
05/25/2020 5:34:36 PM,8040,39.2,0.15,-6.69E-06,2.39E-07,21.4
05/25/2020 5:35:06 PM,8070,39.2,0.15,6.69E-06,3.19E-07,21.4
05/25/2020 5:35:36 PM,8100,39.1,0.15,2.48E-05,3.72E-08,21.5
05/25/2020 5:36:06 PM,8130,39.2,0.15,1.62E-05,-3.45E-07,21.6
05/25/2020 5:36:36 PM,8160,39.1,0.15,-9.56E-06,-3.66E-07,21.6
05/25/2020 5:37:06 PM,8190,39.1,0.15,-2.10E-05,-1.06E-08,21.7
05/25/2020 5:37:36 PM,8220,39.2,0.15,-3.82E-06,2.28E-07,21.8
05/25/2020 5:38:06 PM,8250,39.1,0.15,8.60E-06,1.01E-07,21.8
05/25/2020 5:38:36 PM,8280,39.1,0.15,1.91E-06,-1.17E-07,21.9
05/25/2020 5:39:06 PM,8310,39.1,0.15,-8.60E-06,-1.01E-07,21.9
05/25/2020 5:39:36 PM,8340,39.1,0.15,-7.64E-06,2.28E-07,22
05/25/2020 5:40:06 PM,8370,39,0.15,0,4.57E-07,22
05/25/2020 5:40:36 PM,8400,39,0.15,3.44E-05,2.07E-07,22
05/25/2020 5:41:06 PM,8430,38.9,0.15,3.15E-05,-4.09E-07,22.1
05/25/2020 5:41:36 PM,8460,38.9,0.15,-1.91E-06,-7.70E-07,22.1
05/25/2020 5:42:06 PM,8490,38.9,0.15,-3.73E-05,-3.77E-07,22.1
05/25/2020 5:42:36 PM,8520,38.9,0.15,-3.54E-05,1.59E-07,22.2
05/25/2020 5:43:06 PM,8550,39,0.15,-2.87E-06,3.50E-07,22.2
05/25/2020 5:43:36 PM,8580,39.1,0.15,-7.64E-06,2.02E-07,22.2
05/25/2020 5:44:06 PM,8610,39,0.15,-1.91E-06,5.31E-08,22.3
05/25/2020 5:44:36 PM,8640,39.1,0.15,-4.63E-19,1.59E-08,22.3
05/25/2020 5:45:06 PM,8670,39.1,0.15,-9.56E-07,2.57E-21,22.3
05/25/2020 5:45:36 PM,8700,39.2,0.15,-5.73E-06,1.11E-07,22.3
05/25/2020 5:46:06 PM,8730,39.2,0.15,3.82E-06,1.59E-07,22.3
05/25/2020 5:46:36 PM,8760,39.2,0.15,1.53E-05,1.59E-08,22.3
05/25/2020 5:47:06 PM,8790,39.3,0.15,6.69E-06,-1.70E-07,22.3
05/25/2020 5:47:36 PM,8820,39.3,0.15,-5.73E-06,-1.59E-07,22.3
05/25/2020 5:48:06 PM,8850,39.3,0.15,-5.73E-06,-2.12E-08,22.3
05/25/2020 5:48:36 PM,8880,39.3,0.15,-9.56E-07,2.18E-07,22.3
05/25/2020 5:49:06 PM,8910,39.3,0.15,-1.91E-06,4.03E-07,22.3
05/25/2020 5:49:36 PM,8940,39.3,0.15,2.96E-05,2.44E-07,22.4
05/25/2020 5:50:06 PM,8970,39.3,0.15,3.63E-05,-3.24E-07,22.4
05/25/2020 5:50:36 PM,9000,39.3,0.15,4.78E-06,-8.02E-07,22.4
05/25/2020 5:51:06 PM,9030,39.3,0.15,-3.54E-05,-3.08E-07,22.4
05/25/2020 5:51:36 PM,9060,39.3,0.15,-4.30E-05,5.63E-07,22.4
05/25/2020 5:52:06 PM,9090,39.3,0.15,2.87E-05,7.33E-07,22.4
05/25/2020 5:52:36 PM,9120,39.3,0.15,4.20E-05,1.06E-08,22.4
05/25/2020 5:53:06 PM,9150,39.2,0.15,1.15E-05,-7.11E-07,22.4
05/25/2020 5:53:36 PM,9180,39.2,0.15,-2.39E-05,-4.88E-07,22.4
